"id"	"geneNum"	"description"	"definition"	"gene"
"GO:0016605"	54	"PML body"	"A class of nuclear body; they react against SP100 auto-antibodies (PML, promyelocytic leukemia); cells typically contain 10-30 PML bodies per nucleus; alterations in the localization of PML bodies occurs after viral infection."	"ATR,BASP1,BLM,CBX5,CDK9,CHD3,CHFR,DAPK3,DAXX,EIF3E,ELF4,HSF1,IKBKE,ISG20,KAT6A,MAPK7,MORC3,MRE11,MTOR,NBN,NR2C1,NSMCE2,PIAS1,PIAS2,PML,PPARGC1A,PTEN,RAD51,RB1,RNF111,RNF4,RPA1,SATB1,SENP2,SKI,SMC6,SP100,SQSTM1,SUMO2,TERT,TOP3A,TOPBP1,TOPORS,TP53,TP53INP1,TP53INP2,TP73,TRIM16,TRIM8,UBE2I,WDFY3,ZBED1,ZBTB16,ZMYM2"
"GO:0016607"	275	"nuclear speck"	"A discrete extra-nucleolar subnuclear domain, 20-50 in number, in which splicing factors are seen to be localized by immunofluorescence microscopy."	"A0A5F4DHZ2,AAGAB,ABHD17A,ABITRAM,ADAMTS4,AFF2,ALKBH5,ALYREF,AP5Z1,APEX1,API5,AR,ARHGAP18,ARL6IP4,ATP6V0A1,ATPAF2,ATXN2L,BARD1,BASP1,BCAS2,BCL2L2,BCLAF1,BDNF,BMP2K,BRD1,BRD2,C27H12orf57,CACTIN,CARMIL1,CASC3,CBLL1,CCNB3,CCNL1,CD2BP2,CDC25C,CDC34,CDC40,CDC5L,CDK12,CDK13,CDYL,CHD5,CHTOP,CIR1,CKAP4,CMYA5,CNOT7,COPS4,CPSF6,CRY2,CSNK1A1,CWC22,CWC25,CXXC1,DAZAP2,DDX17,DDX39A,DDX39B,DDX42,DDX46,DGKQ,DGKZ,DHX15,DHX36,DNAAF1,DNAJC11,DOCK1,DUSP10,DUSP11,DYRK3,E2F7,EFTUD2,EHMT2,ELL3,EP400,EPAS1,EPOR,ERBIN,FAM107A,FAM193B,FAM76B,FBXL4,FIBP,FNBP4,FNDC1,FOXO4,FTO,GADD45A,GCAT,GLI2,GLI3,GLIS2,GPATCH2,GRK5,GTF2E2,GTF2H4,H2AX,HAUS6,HBP1,HDAC4,HIF1A,HIKESHI,HIPK1,HOXA6,HP1BP3,HSF4,IK,IL15,ILRUN,INPPL1,ITPKC,J9P7Y9,JADE1,KAT6A,KIF22,KLF15,LIMK1,LMNA,LPXN,LUC7L2,LUC7L3,MAML1,MAML2,MAML3,MAPT,MBD4,MECOM,MEF2C,MSL1,MSX2,NAMPT,NCAPG2,NCBP3,NFATC4,NFKBIZ,NME8,NOC3L,NONO,NR0B1,NR3C1,NR4A2,NRDE2,NRIP1,NSL1,NSRP1,NUP43,NXF1,OGG1,OIP5,OSGEP,PACSIN2,PARN,PDX1,PHF5A,PHF7,PIAS1,PIAS3,PIP5K1A,PLAG1,PLCB1,PLRG1,PNN,POLDIP3,POLI,POLR2D,POU4F2,PPIE,PPIG,PPIH,PPP1CC,PPP1R16B,PPP4R3A,PPP4R3B,PQBP1,PRCC,PRKAA1,PRKAA2,PRKACA,PRKN,PRPF18,PRPF19,PRPF3,PRPF4,PRPF40A,PRPF4B,PRPF6,PSKH1,PSPC1,RADX,RAF1,RBBP6,RBM10,RBM15,RBM25,RBM39,RBM8A,REXO4,RFXAP,RING1,RNPS1,RREB1,RSRC1,RUFY1,S100PBP,SART1,SCAPER,SCNM1,SDCBP2,SDE2,SERPINB13,SETD1A,SETD1B,SF3A1,SF3A3,SF3B1,SF3B2,SFMBT2,SFPQ,SGK1,SLC34A1,SLU7,SMC4,SMURF2,SNRNP40,SNRNP70,SNRPA1,SNW1,SPOP,SPRTN,SREK1,SRP54,SRPK1,SRPK2,SRRM1,SRRM2,SRSF10,SRSF11,SRY,STK17A,SURF2,SYNPO2L,TAB1,TAF5L,TBXA2R,TCF12,TCIM,TEPSIN,TERT,TFIP11,THAP7,THOC1,THOC7,THRAP3,TIMM50,TMEM179B,TOPORS,TRIM69,TRIP11,UNC45A,USP36,VIRMA,VPS72,WBP4,WRN,WT1,WTAP,YLPM1,YTHDC1,ZBTB16,ZBTB18,ZC3H14,ZC3H18,ZNF217,ZNF395,ZNF830"
"GO:0016914"	2	"follicle-stimulating hormone complex"	"A gonadotrophic glycoprotein hormone secreted, in mammals, by the anterior pituitary gland; consists of alpha and beta subunits, the latter of which confers hormonal specificity."	"CGA,FSHB"
"GO:0016935"	2	"glycine-gated chloride channel complex"	"A protein complex that forms a transmembrane channel through which chloride ions may pass in response to glycine binding to the channel complex or one of its constituent parts."	"GLRA3,GLRB"
"GO:0017053"	35	"transcriptional repressor complex"	"A protein complex that possesses activity that prevents or downregulates transcription."	"ARID4A,C1D,CBX5,CCND1,CDX2,CORO2A,CTBP1,CTBP2,ELANE,GATA1,GFI1,GLI3,GPS2,H1-0,HDAC1,HDAC3,HDAC4,LIN37,LIN9,MIER1,NCOR1,PHF12,POU5F1,PRDM10,RBBP8,RBPJ,RCOR1,RELB,REST,SDR16C5,SIN3A,SP1,SP3,TBL1XR1,TFAP4"
"GO:0017059"	1	"serine C-palmitoyltransferase complex"	"An enzyme complex that catalyzes the transfer of a palmitoyl on to serine, forming 3-dehydro-D-sphinganine."	"SPTLC3"
"GO:0017087"	1	"mitochondrial processing peptidase complex"	"A protein complex that consists of a catalytic alpha subunit (alpha-MPP) and a regulatory beta subunit (beta-MPP), and catalyzes the release of N-terminal targeting peptides from precursor proteins imported into the mitochondrion."	"PMPCB"
"GO:0017090"	1	"meprin A complex"	"A protein complex that is located in the cell membrane, and is involved in the metabolism of peptides, including neuropeptides. The complex has metalloendopeptidase activity that catalyzes the hydrolysis of protein and peptide substrates, preferentially on carboxyl side of hydrophobic residues."	"MEP1B"
"GO:0017101"	7	"aminoacyl-tRNA synthetase multienzyme complex"	"A multienzyme complex found in all multicellular eukaryotes composed of eight proteins with aminoacyl-tRNA synthetase activities (abbreviated as: ArgRS, AspRS, GluProRS, GlnRS, IleRS, LeuRS, LysRS, MetRS where RS is the enzyme, preceded by the amino acid it uses as a substrate) as well as three non-synthetase proteins (p43, p38, and p18) with diverse functions. Several of these subunits are known dimers, so the total polypeptide count in the multisynthetase complex is at least fifteen. All of the enzymes in this assembly catalyze the same reaction, the covalent attachment of an amino acid to either the 2'- or 3'-hydroxyl of the 3'-terminal adenosine of tRNA, but using different substrates."	"AIMP1,EEF1E1,EPRS1,IARS1,LARS1,MARS1,RARS1"
"GO:0017119"	6	"Golgi transport complex"	"A  multisubunit tethering complex of the CATCHR family (complexes associated with tethering containing helical rods) that has a role in tethering vesicles to the Golgi prior to fusion. In yeast, this complex is called the Sec34/35 complex and is composed of eight subunits (Sec34p, Sec35p, Dor1p, Cod1p, Cod2p, Cod3p, Cod4p, and Cod5p). In mammals the subunits are named COG1-8."	"COG1,COG2,COG3,COG6,COG7,TMEM115"
"GO:0017122"	1	"protein N-acetylglucosaminyltransferase complex"	"Heterotrimeric enzyme complex, which in humans is composed of two large subunits of the same size, and one smaller subunit. Functions in the addition of nucleotide-activated sugars onto the polypeptide."	"OGT"
"GO:0017146"	5	"NMDA selective glutamate receptor complex"	"An assembly of four or five subunits which form a structure with an extracellular N-terminus and a large loop that together form the ligand binding domain. The C-terminus is intracellular. The ionotropic glutamate receptor complex itself acts as a ligand gated ion channel; on binding glutamate, charged ions pass through a channel in the center of the receptor complex. NMDA receptors are composed of assemblies of NR1 subunits (Figure 3) and NR2 subunits, which can be one of four separate gene products (NR2A-D). Expression of both subunits are required to form functional channels. The glutamate binding domain is formed at the junction of NR1 and NR2 subunits. NMDA receptors are permeable to calcium ions as well as being permeable to other ions. Thus NMDA receptor activation leads to a calcium influx into the post-synaptic cells, a signal thought to be crucial for the induction of NMDA-receptor dependent LTP and LTD."	"EPS8,GRIN1,GRIN2B,GRIN2D,GRIN3A"
"GO:0017177"	1	"glucosidase II complex"	"A heterodimeric complex that catalyzes the trimming of glucose residues from N-linked core glycans on newly synthesized glycoproteins."	"GANAB"
"GO:0019005"	20	"SCF ubiquitin ligase complex"	"A ubiquitin ligase complex in which a cullin from the Cul1 subfamily and a RING domain protein form the catalytic core; substrate specificity is conferred by a Skp1 adaptor and an F-box protein. SCF complexes are involved in targeting proteins for degradation by the proteasome. The best characterized complexes are those from yeast and mammals (with core subunits named Cdc53/Cul1, Rbx1/Hrt1/Roc1)."	"A0A5F4CBY6,A0A5F4D9X6,BTRC,CCNF,FBH1,FBXL15,FBXL2,FBXO2,FBXO31,FBXO33,FBXO4,FBXO7,FBXO9,FBXW11,FBXW5,FBXW7,RBX1,SKP1,TRIM21,USP47"
"GO:0019008"	2	"molybdopterin synthase complex"	"A protein complex that possesses molybdopterin synthase activity. In E. coli, the complex is a heterotetramer consisting of two MoaD and two MoaE subunits."	"MOCS1,MOCS2"
"GO:0019185"	1	"snRNA-activating protein complex"	"A protein complex that recognizes the proximal sequence element of RNA polymerase II and III snRNA promoters."	"SNAPC4"
"GO:0019773"	9	"proteasome core complex, alpha-subunit complex"	"The proteasome core subcomplex that constitutes the two outer rings of the proteasome core complex. An example of this component is found in Mus musculus."	"A0A5F4BT14,A0A5F4BYV9,A0A5F4CNK5,A0A5F4D2I9,A0A5F4D7U5,PSMA1,PSMA2,PSMA3,PSMA4"
"GO:0019774"	3	"proteasome core complex, beta-subunit complex"	"The proteasome core subcomplex that constitutes the two inner rings of the proteasome core complex. An example of this component is found in Mus musculus."	"J9NTB8,PSMB3,PSMB8"
"GO:0019814"	1	"immunoglobulin complex"	"A protein complex that in its canonical form is composed of two identical immunoglobulin heavy chains and two identical immunoglobulin light chains, held together by disulfide bonds and sometimes complexed with additional proteins. An immunoglobulin complex may be embedded in the plasma membrane or present in the extracellular space, in mucosal areas or other tissues, or circulating in the blood or lymph."	"P01618"
"GO:0019815"	1	"B cell receptor complex"	"An immunoglobulin complex that is present in the plasma membrane of B cells and that in its canonical form is composed of two identical immunoglobulin heavy chains and two identical immunoglobulin light chains and a signaling subunit, a heterodimer of the Ig-alpha and Ig-beta proteins."	"SYK"
"GO:0019897"	10	"extrinsic component of plasma membrane"	"The component of a plasma membrane consisting of gene products and protein complexes that are loosely bound to one of its surfaces, but not integrated into the hydrophobic region."	"EEA1,EPN3,MFGE8,NLRP10,NUMA1,NUMB,RS1,ST14,STOML2,SYTL3"
"GO:0019898"	23	"extrinsic component of membrane"	"The component of a membrane consisting of gene products and protein complexes that are loosely bound to one of its surfaces, but not integrated into the hydrophobic region."	"ALOX15B,ANXA13,AP4B1,ASPSCR1,BLOC1S6,BST1,DEFB1,EFCAB7,EHD2,EZR,MICALL1,MITD1,MTMR3,NMT1,NMT2,PACSIN2,RGS6,RNF112,SEC23A,SNX33,SYTL4,TPR,UBXN6"
"GO:0019907"	3	"cyclin-dependent protein kinase activating kinase holoenzyme complex"	"A cyclin-dependent kinase activating kinase complex capable of activating cyclin-dependent kinases by threonine phosphorylation, thus regulating cell cycle progression. consists of a kinase, cyclin and optional assembly factors, in human CDK7, CCNH and MNAT1. CAK activity is itself regulated throughout the cell cycle by T-loop phosphorylation of its kinase component (CDK7 in human). Phosphorylation of serine residues during mitosis inactivates the enzyme. Also capable of CAK phosphorylating the carboxyl-terminal domain (CTD) of RNA polymerase II and other transcription activating proteins, as part of the general transcription factor TFIIH."	"CCNH,CDK7,MNAT1"
"GO:0020018"	3	"ciliary pocket membrane"	"That part of the plasma membrane found in the ciliary pocket (also called flagellar pocket)."	"EHD1,EHD3,SNAP29"
"GO:0022625"	9	"cytosolic large ribosomal subunit"	"The large subunit of a ribosome located in the cytosol."	"A0A5F4BQ33,A0A5F4C1Z1,A0A5F4D3V0,A0A5F4D611,A0A5F4D862,A0A5F4D8F7,J9P6M3,RPL18,RPLP2"
"GO:0022626"	4	"cytosolic ribosome"	"A ribosome located in the cytosol."	"NUFIP1,RPL22,RPL34,RPL9"
"GO:0022627"	14	"cytosolic small ribosomal subunit"	"The small subunit of a ribosome located in the cytosol."	"DDX3X,DHX29,EIF2D,LARP4,MCTS1,RPS13,RPS15A,RPS18,RPS24,RPS28,RPS3A,RPS6,RPS7,RPSA"
"GO:0030008"	4	"TRAPP complex"	"A large complex that acts as a tethering factor involved in transporting vesicles from the ER through the Golgi to the plasma membrane. A TRAPP (transport protein particle) complex has a core set of proteins which are joined by specific subunits depending on the cellular component where a given TRAPP complex is active."	"A0A5F4DAG5,TRAPPC11,TRAPPC2,TRAPPC9"
"GO:0030014"	6	"CCR4-NOT complex"	"The evolutionarily conserved CCR4-NOT complex is involved in several aspects of mRNA metabolism, including repression and activation of mRNA initiation, control of mRNA elongation, and the deadenylation and subsequent degradation of mRNA. In Saccharomyces the CCR4-NOT complex comprises a core complex of 9 proteins (Ccr4p, Caf1p, Caf40p, Caf130p, Not1p, Not2p, Not3p, Not4p, and Not5p), Caf4p, Caf16p, and several less well characterized proteins."	"CNOT11,CPEB3,PATL1,TNKS1BP1,TOB1,ZFP36"
"GO:0030015"	2	"CCR4-NOT core complex"	"The core of the CCR4-NOT complex. In Saccharomyces the CCR4-NOT core complex comprises Ccr4p, Caf1p, Caf40p, Caf130p, Not1p, Not2p, Not3p, Not4p, and Not5p."	"CNOT2,CNOT3"
"GO:0030016"	14	"myofibril"	"The contractile element of skeletal and cardiac muscle; a long, highly organized bundle of actin, myosin, and other proteins that contracts by a sliding filament mechanism."	"ACTG1,CAPN3,KCNJ8,MYH1,MYH13,MYH16,MYH4,MYH7,MYH8,MYL1,MYOD1,NRAP,PDE4DIP,TWF1"
"GO:0030017"	8	"sarcomere"	"The repeating unit of a myofibril in a muscle cell, composed of an array of overlapping thick and thin filaments between two adjacent Z discs."	"ABCC9,HABP4,ILK,LMAN1,MMP2,MTM1,MTMR12,MYH7"
"GO:0030018"	48	"Z disc"	"Platelike region of a muscle sarcomere to which the plus ends of actin filaments are attached."	"A0A5F4CSX2,ACTN1,ACTN3,AKAP4,ATP2B4,BAG3,BMP10,C28H10orf71,CAPN3,CAVIN4,CFL2,CTNNB1,DES,DNAJB6,FBXO32,FKBP1B,GLRX3,HOMER1,HRC,HSPB1,JPH1,JUP,KCNN2,LDB3,MYH7,MYL9,MYO18B,MYOZ3,MYPN,NEBL,NOS1,PALLD,PDE4B,PDLIM3,PGM5,PPP1R12A,PPP2R5A,PPP3CA,PPP3CB,RTN2,SCN1A,SCN3B,SLC4A1,SMN1,SYNE2,TCAP,TRIM54,XIRP2"
"GO:0030027"	102	"lamellipodium"	"A thin sheetlike process extended by the leading edge of a migrating cell or extending cell process; contains a dense meshwork of actin filaments."	"ABI2,ABI3,ACTR3,ALS2,AMOTL1,APBB1,APC,ARHGEF6,ARHGEF7,ARPC2,ARPC3,ARPC5,ARPIN,AVIL,BCAR1,BRK1,CAPG,CARMIL1,CARMIL2,CCDC88A,CDC42BPA,CDC42BPB,CDH1,CIB1,CORO1A,CORO1B,CORO1C,CTNNA1,CTNNA3,CTNNB1,CTTN,CYFIP1,DAG1,DBNL,DGKZ,DHRS13,DPYSL3,EPHA2,EVL,FAT1,FER,FGD1,FLOT1,GDPD2,GSN,HAX1,IGF2BP1,ILK,INPPL1,IQGAP2,ITGB1,ITGB1BP1,KCNA2,KITLG,LIMK1,LOC100856635,MTSS2,MYLK,NF2,NME2,P4HB,PALLD,PARVA,PARVB,PDLIM4,PDPN,PDXP,PHACTR4,PIP5K1A,PKD2,PKN2,PLCE1,PLCG1,PLEKHH2,PLXND1,PODXL,PPP1R9B,PTK2B,RAB13,RAC1,RAC2,RAPGEF3,RDX,RHOA,SCYL3,SH3RF1,SHTN1,SNX1,SNX2,SPEF1,STMN2,STX2,STX3,STX4,TESC,TSC1,TWF2,UNC5C,VAMP7,VASP,VIL1,WASL"
"GO:0030054"	79	"cell junction"	"A cellular component that forms a specialized region of connection between two or more cells or between a cell and the extracellular matrix. At a cell junction, anchoring proteins extend through the plasma membrane to link cytoskeletal proteins in one cell to cytoskeletal proteins in neighboring cells or to proteins in the extracellular matrix."	"ABI1,ABI2,ADA,AGER,ARHGAP21,ARVCF,ATP23,BASP1,C29H8orf37,CCDC66,CCNF,CDC42SE1,CDH17,CDK5RAP2,CEP68,CLCA2,CRB2,CTNNB1,CXCR4,DCAF13,DCP2,DDB2,DPEP1,DSTYK,DTNA,EGFR,ELL3,EPB41,EPB41L2,ESCO2,FER,FOXA2,GID8,GJA1,GPR142,GTF2F1,HMCN1,HMCN2,HOXC5,HOXD4,IFI30,IP6K2,IRF6,MEF2B,MFAP3L,MIOS,MRPL46,MRPS18B,NACC1,NAMPT,NCAPH2,NEU1,NFIA,NLRX1,NUDT9,OSBP,PAF1,PAK6,PCDH1,PDGFRA,PDPN,PLEKHG6,PPP1R13L,PTPRR,PUF60,PYM1,RAB23,RAD51C,SCIN,SCN8A,SLC2A11,SLC7A2,SLX4,SNTB2,SYNPO2L,TBC1D2,TP53BP2,TP73,TSPAN1"
"GO:0030056"	3	"hemidesmosome"	"A cell-substrate junction (attachment structure) found in epithelial cells that links intermediate filaments to extracellular matrices via transmembrane complexes. In vertebrates, hemidesmosomes mediate contact between the basal side of epithelial cells and the basal lamina. In C. elegans, hemidesmosomes connect epithelial cells to distinct extracellular matrices on both the apical and basal cell surfaces."	"COL17A1,ERBIN,ITGB4"
"GO:0030057"	12	"desmosome"	"A cell-cell junction in which: on the cytoplasmic surface of each interacting plasma membrane is a dense plaque composed of a mixture of intracellular anchor proteins; a bundle of keratin intermediate filaments is attached to the surface of each plaque; transmembrane adhesion proteins of the cadherin family bind to the plaques and interact through their extracellular domains to hold the adjacent membranes together by a Ca2+-dependent mechanism."	"B4GALT1,DSC1,DSP,JAM3,JUP,KLHL24,LOC100855871,PKP1,PKP3,PKP4,PNN,UBA1"
"GO:0030061"	2	"mitochondrial crista"	"Any of the inward folds of the mitochondrial inner membrane. Their number, extent, and shape differ in mitochondria from different tissues and organisms. They appear to be devices for increasing the surface area of the mitochondrial inner membrane, where the enzymes of electron transport and oxidative phosphorylation are found. Their shape can vary with the respiratory state of the mitochondria."	"ATPSCKMT,OPA1"
"GO:0030117"	7	"membrane coat"	"Any of several different proteinaceous coats that can associate with membranes. Membrane coats include those formed by clathrin plus an adaptor complex, the COPI and COPII complexes, and possibly others. They are found associated with membranes on many vesicles as well as other membrane features such as pits and perhaps tubules."	"AP1S1,AP1S2,CHMP2A,CHMP4A,CHMP4B,DNM1,WDFY1"
"GO:0030118"	1	"clathrin coat"	"A membrane coat found on coated pits and some coated vesicles; consists of polymerized clathrin triskelions, each comprising three clathrin heavy chains and three clathrin light chains, linked to the membrane via one of the AP adaptor complexes."	"KCNQ5"
"GO:0030119"	1	"AP-type membrane coat adaptor complex"	"Any of several heterotetrameric complexes that link clathrin (or another coat-forming molecule, as hypothesized for AP-3 and AP-4) to a membrane surface; they are found on coated pits and coated vesicles, and mediate sorting of cargo proteins into vesicles. Each AP complex contains two large (a beta and one of either an alpha, gamma, delta, or epsilon) subunits (110-130 kDa), a medium (mu) subunit (approximately 50 kDa), and a small (sigma) subunit (15-20 kDa)."	"AP5B1"
"GO:0030122"	8	"AP-2 adaptor complex"	"A heterotetrameric AP-type membrane coat adaptor complex that consists of alpha, beta2, mu2 and sigma2 subunits, and links clathrin to the membrane surface of a vesicle, and the cargo receptors during receptor/clathrin mediated endocytosis. Vesicles with AP-2-containing coats are normally found primarily near the plasma membrane, on endocytic vesicles. In at least humans, the AP-2 complex can be heterogeneric due to the existence of multiple subunit isoforms encoded by different alpha genes (alphaA and alphaC)."	"AP2A1,AP2A2,AP2B1,AP2M1,AP2S1,PICALM,SGIP1,TBC1D5"
"GO:0030123"	8	"AP-3 adaptor complex"	"A heterotetrameric AP-type membrane coat adaptor complex that consists of beta3, delta, mu3 and sigma3 subunits and is found associated with endosomal membranes. AP-3 does not appear to associate with clathrin in all organisms. In at least humans, the AP-3 complex can be heterogeneric due to the existence of multiple subunit isoforms encoded by different genes (beta3A and beta3B, mu3A and mu3B, and sigma3A and sigma3B)."	"AP3B1,AP3B2,AP3S1,AP3S2,VPS11,VPS18,VPS39,VPS41"
"GO:0030124"	3	"AP-4 adaptor complex"	"An AP-type membrane coat adaptor complex that consists of beta4, epsilon, mu4 and sigma4 subunits and is found associated with membranes in the trans-Golgi network; it is not clear whether AP-4 forms clathrin coats in vivo."	"AP4B1,AP4M1,AP4S1"
"GO:0030126"	5	"COPI vesicle coat"	"One of two multimeric complexes that forms a membrane vesicle coat. The mammalian COPI subunits are called alpha-, beta-, beta'-, gamma-, delta-, epsilon- and zeta-COP. Vesicles with COPI coats are found associated with Golgi membranes at steady state."	"ARCN1,COPA,COPZ1,COPZ2,SCYL1"
"GO:0030127"	6	"COPII vesicle coat"	"One of two multimeric complexes that forms a membrane vesicle coat. COPII is best characterized in S. cerevisiae, where the subunits are called Sar1p, Sec13p, Sec31p, Sec23p, and Sec24p. Vesicles with COPII coats are found associated with endoplasmic reticulum (ER) membranes at steady state."	"SAR1A,SEC13,SEC23A,SEC24A,SEC24C,SEC31A"
"GO:0030128"	1	"clathrin coat of endocytic vesicle"	"A clathrin coat found on an endocytic vesicle."	"EPN2"
"GO:0030130"	4	"clathrin coat of trans-Golgi network vesicle"	"A clathrin coat found on a vesicle of the trans-Golgi network."	"CLTA,CLTB,CLTC,CLTCL1"
"GO:0030131"	8	"clathrin adaptor complex"	"A membrane coat adaptor complex that links clathrin to a membrane."	"AP1B1,AP1M1,AP1M2,AP3B1,AP3M1,AP3M2,AP4B1,AP4M1"
"GO:0030132"	5	"clathrin coat of coated pit"	"The coat found on coated pits and the coated vesicles derived from coated pits; comprises clathrin and the AP-2 adaptor complex."	"CLTA,CLTB,CLTC,CLTCL1,EPS15L1"
"GO:0030133"	25	"transport vesicle"	"Any of the vesicles of the constitutive secretory pathway, which carry cargo from the endoplasmic reticulum to the Golgi, between Golgi cisternae, from the Golgi to the ER (retrograde transport) or to destinations within or outside the cell."	"AP1AR,APH1B,ATP13A2,AZIN2,BGN,BLOC1S3,BLOC1S5,BLOC1S6,CAV2,CNST,CRISPLD2,ERG28,FGFR3,FGFR4,FGFRL1,GALNT15,IL33,LAPTM5,NTS,PCSK1,SSPN,TMEM168,YIPF1,YIPF2,YIPF3"
"GO:0030134"	3	"COPII-coated ER to Golgi transport vesicle"	"A vesicle with a coat formed of the COPII coat complex proteins. The COPII coat complex is formed by the Sec23p/Sec24p and the Sec13p/Sec31p heterodimers. COPII-associated vesicles transport proteins from the rough endoplasmic reticulum to the Golgi apparatus (anterograde transport)."	"APP,YIPF5,YIPF6"
"GO:0030136"	18	"clathrin-coated vesicle"	"A vesicle with a coat formed of clathrin connected to the membrane via one of the clathrin adaptor complexes."	"DAB2,DVL1,DVL2,GGA2,HIP1,MALL,NUMB,OCRL,PIK3C2A,SH3BP4,SNAP91,SNX18,SNX9,VAMP3,VPS11,VPS33A,VPS33B,VPS41"
"GO:0030137"	6	"COPI-coated vesicle"	"A vesicle with a coat formed of the COPI coat complex proteins. COPI-coated vesicles are found associated with Golgi membranes at steady state, are involved in Golgi to endoplasmic reticulum (retrograde) vesicle transport, and possibly also in intra-Golgi transport."	"CCDC115,COPE,LMAN2,PACS1,PACSIN1,SMN"
"GO:0030139"	25	"endocytic vesicle"	"A membrane-bounded intracellular vesicle formed by invagination of the plasma membrane around an extracellular substance. Endocytic vesicles fuse with early endosomes to deliver the cargo for further sorting."	"APOA1,AVPR1A,AVPR2,CUBN,DAB2IP,DHRS13,DPP4,DYSF,FFAR4,HYAL2,IGF2R,LOC100856635,LPAR1,LPAR2,LRP2,OCLN,PIK3C2B,PLD1,RAB13,RALA,RIN3,SH3KBP1,SPHK1,STX7,TF"
"GO:0030140"	7	"trans-Golgi network transport vesicle"	"A vesicle that mediates transport between the trans-Golgi network and other parts of the cell."	"ATP7A,CLRN1,RAB27B,SLC2A4,SORT1,SPG21,STEAP2"
"GO:0030141"	25	"secretory granule"	"A small subcellular vesicle, surrounded by a membrane, that is formed from the Golgi apparatus and contains a highly concentrated protein destined for secretion. Secretory granules move towards the periphery of the cell and upon stimulation, their membranes fuse with the cell membrane, and their protein load is exteriorized. Processing of the contained protein may take place in secretory granules."	"A0A5F4CD64,ATP6V1A,BRCA2,CARTPT,CFP,CLCA1,CRHBP,EXOC3L1,FSTL4,GARS1,GH1,GHRHR,HSPD1,KLK13,PTPRN,PTPRN2,RAB3B,SCG5,SLC30A8,SYPL1,SYTL4,TFF3,TMPRSS4,VEGFA,WFS1"
"GO:0030173"	17	"integral component of Golgi membrane"	"The component of the Golgi membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane."	"A0A5F4BR85,ACER2,ACER3,ATP2C1,B4GALNT2,BET1,BET1L,ENTPD4,FKTN,MFNG,MYMK,PCSK7,QSOX1,STEAP2,TBC1D20,TPST1,ZDHHC20"
"GO:0030175"	36	"filopodium"	"Thin, stiff, actin-based protrusion extended by the leading edge of a motile cell such as a crawling fibroblast or amoeba, or an axonal or dendritic growth cone, or a dendritic shaft."	"ABI2,ACP3,BAIAP2,DAG1,DNALI1,DYNC1H1,DYNC2I2,EZR,FAT1,IGF2BP1,INPPL1,IQGAP2,ITGB1,KITLG,LCP1,MSN,MTM1,MYO10,MYO1B,MYO6,NF2,PDPN,PODXL,PPP1R9A,PPP1R9B,RAPGEF3,RDX,RIPOR2,SHTN1,SLC9A3R1,SPEF1,TWF1,TWF2,UNC5C,VASP,VCAM1"
"GO:0030176"	45	"integral component of endoplasmic reticulum membrane"	"The component of the endoplasmic reticulum membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane."	"A0A5F4CP35,ABCB9,AMFR,ANKLE2,ATF6,CAMLG,CCDC47,CLN3,CPT1C,DCSTAMP,DERL2,DGAT2,DHRS9,DNAJB12,DOLK,DPM2,EDEM1,ERN1,EXT1,FICD,FITM2,HSD11B1,HSPA5,KTN1,LNPK,LRRC8E,PORCN,RHBDD1,RRBP1,RTN4,SARAF,SEC61A1,SEC61G,SEC62,SLC37A2,SPCS1,STIM1,STING1,TECR,TMCO1,TMEM33,TRAM1,WDR83OS,XXYLT1,ZNF622"
"GO:0030285"	3	"integral component of synaptic vesicle membrane"	"The component of the synaptic vesicle membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane."	"ATP2B1,GABRA2,SLC30A3"
"GO:0030286"	8	"dynein complex"	"Any of several large complexes that contain two or three dynein heavy chains and several light chains, and have microtubule motor activity."	"A0A5F4BXQ5,A0A5F4CAB3,A0A5F4CHC8,DCTN1,DCTN2,DNAH3,DNAH8,HDAC6"
"GO:0030289"	4	"protein phosphatase 4 complex"	"A protein serine/threonine phosphatase complex formed by the catalytic subunit of protein phosphatase 4 plus one or more regulatory subunits."	"H9GWI5,PPP4C,PPP4R1,PPP4R3B"
"GO:0030314"	2	"junctional membrane complex"	"Complex formed in muscle cells between the membrane of the sarcoplasmic reticulum and invaginations of the plasma membrane (T-tubules)."	"A0A5F4BPF0,JPH4"
"GO:0030315"	18	"T-tubule"	"Invagination of the plasma membrane of a muscle cell that extends inward from the cell surface around each myofibril. The ends of T-tubules make contact with the sarcoplasmic reticulum membrane."	"ATP1A1,ATP1A4,ATP1B1,ATP2B4,CACNA1S,CAPN3,CAV3,DYSF,FXYD1,KCNN2,NOS1,PPP3CB,RTN2,SCN1A,SCN1B,SCN2A,STAC,STBD1"
