"id"	"geneNum"	"description"	"gene"
936440	12	"Negative regulators of DDX58/IFIH1 signaling"	"CYLD,IKBKE,ISG15,MAVS,NLRX1,PIN1,RPS27A,TNFAIP3,UBA52,UBB,UBC,UBE2L6"
936837	27	"Ion transport by P-type ATPases"	"ATP10B,ATP10D,ATP11A,ATP11C,ATP13A1,ATP13A4,ATP1A3,ATP1A4,ATP1B2,ATP2A1,ATP2A2,ATP2B1,ATP2B2,ATP2B4,ATP2C1,ATP7A,ATP8A1,ATP8A2,ATP8B1,ATP8B2,ATP8B4,CAMK2A,FXYD2,FXYD3,FXYD4,PDZD11,PLN"
936964	4	"Activation of IRF3/IRF7 mediated by TBK1/IKK epsilon"	"IKBKE,LY96,PTPN11,TLR4"
937039	8	"IRAK1 recruits IKK complex"	"CHUK,IKBKB,IRAK1,PELI1,RPS27A,UBA52,UBB,UBC"
937042	7	"IRAK2 mediated activation of TAK1 complex"	"MAP3K7,RPS27A,TAB2,TAB3,UBA52,UBB,UBC"
937061	42	"TRIF(TICAM1)-mediated TLR4 signaling"	"ATF1,ATF2,CHUK,CREB1,DUSP6,DUSP7,FOS,HMGB1,IKBKB,IKBKE,IRAK1,JUN,LOC102155886,LOC111089962,LOC403585,LOC751814,LY96,MAP2K3,MAP2K6,MAP2K7,MAP3K7,MAPK1,MAPK10,MAPK14,MAPK9,NFKBIA,NFKBIB,NKIRAS1,NKIRAS2,NOD1,NOD2,PTPN11,RELA,RIPK2,RPS27A,TAB2,TAB3,TLR4,UBA52,UBB,UBC,VRK3"
937072	9	"TRAF6-mediated induction of TAK1 complex within TLR4 complex"	"LY96,MAP3K7,RPS27A,TAB2,TAB3,TLR4,UBA52,UBB,UBC"
947581	4	"Molybdenum cofactor biosynthesis"	"MOCOS,MOCS1,MOCS3,NFS1"
948021	95	"Transport to the Golgi and subsequent modification"	"ACTR10,ACTR1A,ANK1,ANKRD28,ARCN1,AREG,ARF4,ARFGAP1,ARFGAP2,B4GALT1,B4GALT2,B4GALT3,BET1L,CAPZA2,CAPZA3,CNIH3,COG1,COG4,COG6,COG7,COL7A1,COPB1,COPB2,COPE,COPG1,COPZ1,DCTN2,DCTN3,DCTN4,DCTN5,DYNC1H1,DYNC1I1,DYNC1I2,DYNC1LI1,DYNLL1,F5,GBF1,GORASP1,GOSR1,GOSR2,GRIA1,INS,KDELR3,LMAN1,LMAN2,LOC102155463,LOC477570,LOC478702,LOC608051,LOC609612,MAN1A2,MANEA,MGAT1,MGAT2,MGAT3,MGAT4B,MGAT5,MIA3,NAPA,NAPB,NAPG,PREB,RAB1A,SAR1B,SEC13,SEC22C,SEC23IP,SEC24A,SEC24C,SEC24D,SERPINA1,SPTBN2,SPTBN4,ST6GAL1,ST8SIA2,STX17,STX5,TBC1D20,TFG,TMED2,TMED3,TMEM115,TRAPPC1,TRAPPC10,TRAPPC3,TRAPPC4,TRAPPC5,TRAPPC6A,TRAPPC6B,TRAPPC9,TUBA4A,TUBB3,TUBB4A,TUBB4B,TUBB6"
964739	3	"N-glycan trimming and elongation in the cis-Golgi"	"MAN1A2,MANEA,MGAT1"
964827	1	"Progressive trimming of alpha-1,2-linked mannose residues from Man9/8/7GlcNAc2 to produce Man5GlcNAc2"	"MAN1A2"
964975	1	"Vitamins B6 activation to pyridoxal phosphate"	"PNPO"
975110	9	"TRAF6 mediated IRF7 activation in TLR7/8 or 9 signaling"	"IRAK1,IRAK4,MYD88,RPS27A,TLR8,TLR9,UBA52,UBB,UBC"
975138	44	"TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation"	"ATF1,ATF2,CHUK,CREB1,DUSP6,DUSP7,ECSIT,FOS,HMGB1,IKBKB,IRAK1,IRAK4,JUN,LOC102155886,LOC111089962,LOC403585,LOC751814,MAP2K3,MAP2K6,MAP2K7,MAP3K7,MAPK1,MAPK10,MAPK14,MAPK9,MYD88,NFKBIA,NFKBIB,NKIRAS1,NKIRAS2,NOD1,NOD2,PELI1,RELA,RIPK2,RPS27A,TAB2,TAB3,TLR8,TLR9,UBA52,UBB,UBC,VRK3"
975144	8	"IRAK1 recruits IKK complex upon TLR7/8 or 9 stimulation"	"CHUK,IKBKB,IRAK1,PELI1,RPS27A,UBA52,UBB,UBC"
975155	44	"MyD88 dependent cascade initiated on endosome"	"ATF1,ATF2,CHUK,CREB1,DUSP6,DUSP7,ECSIT,FOS,HMGB1,IKBKB,IRAK1,IRAK4,JUN,LOC102155886,LOC111089962,LOC403585,LOC751814,MAP2K3,MAP2K6,MAP2K7,MAP3K7,MAPK1,MAPK10,MAPK14,MAPK9,MYD88,NFKBIA,NFKBIB,NKIRAS1,NKIRAS2,NOD1,NOD2,PELI1,RELA,RIPK2,RPS27A,TAB2,TAB3,TLR8,TLR9,UBA52,UBB,UBC,VRK3"
975163	7	"IRAK2 mediated activation of TAK1 complex upon TLR7/8 or 9 stimulation"	"MAP3K7,RPS27A,TAB2,TAB3,UBA52,UBB,UBC"
975574	1	"Reactions specific to the hybrid N-glycan synthesis pathway"	"MGAT3"
975576	9	"N-glycan antennae elongation in the medial/trans-Golgi"	"B4GALT1,B4GALT2,B4GALT3,MGAT2,MGAT3,MGAT4B,MGAT5,ST6GAL1,ST8SIA2"
975577	7	"N-Glycan antennae elongation"	"B4GALT1,B4GALT2,B4GALT3,MGAT4B,MGAT5,ST6GAL1,ST8SIA2"
975578	1	"Reactions specific to the complex N-glycan synthesis pathway"	"MGAT2"
975634	9	"Retinoid metabolism and transport"	"AKR1C3,APOA2,APOM,BCO2,CLPS,LRAT,RBP2,RDH11,TTR"
975871	40	"MyD88 cascade initiated on plasma membrane"	"ATF1,ATF2,CHUK,CREB1,DUSP6,DUSP7,ECSIT,FOS,HMGB1,IKBKB,IRAK1,JUN,LOC102155886,LOC111089962,LOC403585,LOC751814,MAP2K3,MAP2K6,MAP2K7,MAP3K7,MAPK1,MAPK10,MAPK14,MAPK9,NFKBIA,NFKBIB,NKIRAS1,NKIRAS2,NOD1,NOD2,PELI1,RELA,RIPK2,RPS27A,TAB2,TAB3,UBA52,UBB,UBC,VRK3"
975956	52	"Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)"	"ETF1,LOC100682542,LOC100685611,LOC100685924,LOC100686103,LOC100687285,LOC100687749,LOC106558887,LOC608703,NCBP1,NCBP2,PABPC1,RPL10L,RPL11,RPL12,RPL13,RPL13A,RPL14,RPL15,RPL18,RPL23,RPL26,RPL27,RPL28,RPL31,RPL32,RPL35A,RPL36AL,RPL37,RPL6,RPL7,RPL8,RPL9,RPLP0,RPLP2,RPS10,RPS12,RPS18,RPS20,RPS21,RPS23,RPS24,RPS27,RPS27A,RPS3,RPS3A,RPS4X,RPS5,RPS6,RPS8,UBA52,UPF1"
975957	64	"Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)"	"CASC3,EIF4A3,ETF1,LOC100682542,LOC100685611,LOC100685924,LOC100686103,LOC100687285,LOC100687749,LOC106558887,LOC608703,NCBP1,NCBP2,PABPC1,PPP2R1A,RBM8A,RNPS1,RPL10L,RPL11,RPL12,RPL13,RPL13A,RPL14,RPL15,RPL18,RPL23,RPL26,RPL27,RPL28,RPL31,RPL32,RPL35A,RPL36AL,RPL37,RPL6,RPL7,RPL8,RPL9,RPLP0,RPLP2,RPS10,RPS12,RPS18,RPS20,RPS21,RPS23,RPS24,RPS27,RPS27A,RPS3,RPS3A,RPS4X,RPS5,RPS6,RPS8,SMG1,SMG5,SMG6,SMG7,SMG8,SMG9,UBA52,UPF1,UPF3B"
977068	6	"Termination of O-glycan biosynthesis"	"MUC1,MUC15,ST3GAL1,ST3GAL2,ST6GAL1,ST6GALNAC4"
977347	3	"Serine biosynthesis"	"PHGDH,SERINC3,SERINC5"
977443	27	"GABA receptor activation"	"ADCY2,ADCY8,ARHGEF9,GABBR2,GABRA3,GABRA5,GABRB1,GABRB2,GABRR2,GNAI2,GNAI3,GNAL,GNB1,GNG10,GNG12,GNG7,GNG8,GNGT1,GNGT2,KCNJ12,KCNJ15,KCNJ16,KCNJ2,KCNJ3,KCNJ4,KCNJ5,KCNJ6"
977444	21	"GABA B receptor activation"	"ADCY2,ADCY8,GABBR2,GNAI2,GNAI3,GNAL,GNB1,GNG10,GNG12,GNG7,GNG8,GNGT1,GNGT2,KCNJ12,KCNJ15,KCNJ16,KCNJ2,KCNJ3,KCNJ4,KCNJ5,KCNJ6"
977606	18	"Regulation of Complement cascade"	"C1QB,C1QC,C1S,C3AR1,C5AR2,C6,C7,C8A,C8B,CFH,CLU,CPB2,CPN2,ELANE,F2,LOC100687054,LOC609365,VTN"
982772	7	"Growth hormone receptor signaling"	"GH1,JAK2,LYN,MAPK1,PRLR,PTPN1,STAT5A"
983168	153	"Antigen processing: Ubiquitination & Proteasome degradation"	"ANAPC10,ANAPC11,ANAPC4,ANAPC5,ANAPC7,ANKRD12,ARIH2,ASB11,ASB2,ASB5,ASB7,ASB8,ATG7,BLMH,CBLB,CBLL1,CDC16,CDC20,CDC23,CDC26,CDC27,CDC34,CUL1,CUL5,DTX3L,DZIP3,FBXL12,FBXL15,FBXL16,FBXL18,FBXL20,FBXL3,FBXL4,FBXL5,FBXL8,FBXO21,FBXO22,FBXO27,FBXO30,FBXO32,FBXO4,FBXO41,FBXO6,FBXO7,FBXW11,FBXW2,FBXW4,FBXW5,FBXW9,FZR1,GAN,GLMN,HACE1,HERC2,HERC3,HERC4,KDM2B,KLHL11,LMO7,LNPEP,LNX1,LRRC41,NEDD4,NPEPPS,PSMA3,PSMA6,PSMA8,PSMB11,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB8,PSMB9,PSMC1,PSMC2,PSMC4,PSMD10,PSMD11,PSMD12,PSMD13,PSMD2,PSMD3,PSMD4,PSMD7,PSMD8,PSMD9,PSME2,PSME4,PSMF1,RBBP6,RBCK1,RCHY1,RLIM,RNF114,RNF123,RNF14,RNF144B,RNF19A,RNF25,RNF6,RNF7,RPS27A,SH3RF1,SIAH1,SKP2,SPSB2,STUB1,THOP1,TPP2,TRAF7,TRAIP,TRIM11,TRIM36,TRIM37,TRIM4,TRIM41,TRIM71,TRIM9,UBA5,UBA52,UBA6,UBAC1,UBB,UBC,UBE2B,UBE2C,UBE2D1,UBE2D2,UBE2E1,UBE2E3,UBE2F,UBE2G2,UBE2H,UBE2J2,UBE2K,UBE2L3,UBE2L6,UBE2Q2,UBE2R2,UBE2S,UBE2V2,UBE2W,UBE3C,UBE4A,UBOX5,UBR2,UBR4,UFL1,WSB1,WWP1,ZNRF1"
983169	168	"Class I MHC mediated antigen processing & presentation"	"ANAPC10,ANAPC11,ANAPC4,ANAPC5,ANAPC7,ANKRD12,ARIH2,ASB11,ASB2,ASB5,ASB7,ASB8,ATG7,BLMH,CBLB,CBLL1,CD36,CDC16,CDC20,CDC23,CDC26,CDC27,CDC34,CUL1,CUL5,CYBA,CYBB,DTX3L,DZIP3,ERAP1,FBXL12,FBXL15,FBXL16,FBXL18,FBXL20,FBXL3,FBXL4,FBXL5,FBXL8,FBXO21,FBXO22,FBXO27,FBXO30,FBXO32,FBXO4,FBXO41,FBXO6,FBXO7,FBXW11,FBXW2,FBXW4,FBXW5,FBXW9,FZR1,GAN,GLMN,HACE1,HERC2,HERC3,HERC4,KDM2B,KLHL11,LMO7,LNPEP,LNX1,LRRC41,MRC1,NCF1,NCF2,NCF4,NEDD4,NPEPPS,PDIA3,PSMA3,PSMA6,PSMA8,PSMB11,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB8,PSMB9,PSMC1,PSMC2,PSMC4,PSMD10,PSMD11,PSMD12,PSMD13,PSMD2,PSMD3,PSMD4,PSMD7,PSMD8,PSMD9,PSME2,PSME4,PSMF1,RBBP6,RBCK1,RCHY1,RLIM,RNF114,RNF123,RNF14,RNF144B,RNF19A,RNF25,RNF6,RNF7,RPS27A,SAR1B,SEC13,SEC24A,SEC24C,SEC24D,SH3RF1,SIAH1,SKP2,SPSB2,STUB1,TAPBP,THOP1,TPP2,TRAF7,TRAIP,TRIM11,TRIM36,TRIM37,TRIM4,TRIM41,TRIM71,TRIM9,UBA5,UBA52,UBA6,UBAC1,UBB,UBC,UBE2B,UBE2C,UBE2D1,UBE2D2,UBE2E1,UBE2E3,UBE2F,UBE2G2,UBE2H,UBE2J2,UBE2K,UBE2L3,UBE2L6,UBE2Q2,UBE2R2,UBE2S,UBE2V2,UBE2W,UBE3C,UBE4A,UBOX5,UBR2,UBR4,UFL1,WSB1,WWP1,ZNRF1"
983170	8	"Antigen Presentation: Folding, assembly and peptide loading of class I MHC"	"ERAP1,PDIA3,SAR1B,SEC13,SEC24A,SEC24C,SEC24D,TAPBP"
983189	23	"Kinesins"	"KIF11,KIF15,KIF18A,KIF19,KIF22,KIF26B,KIF27,KIF3B,KIF3C,KIF4A,KIF5A,KIF5B,KIF9,KLC3,KLC4,LOC477570,LOC478702,LOC608051,TUBA4A,TUBB3,TUBB4A,TUBB4B,TUBB6"
983231	55	"Factors involved in megakaryocyte development and platelet production"	"AKAP1,AKAP10,CAPZA2,CBX5,DOCK10,DOCK2,DOCK3,DOCK4,DOCK5,DOCK8,EHD3,GATA3,GATA4,GATA5,H3-3A,H3-3B,H3C1,H3C13,H3C7,ITPK1,JAK2,KIF11,KIF15,KIF18A,KIF19,KIF22,KIF26B,KIF27,KIF3B,KIF3C,KIF4A,KIF5A,KIF5B,KIF9,KLC3,KLC4,LOC403934,LOC477570,LOC478702,LOC608051,MAFG,MAFK,MFN2,NFE2,PRKAR2A,PRKAR2B,RAB5A,RBSN,SH2B3,TUBA4A,TUBB3,TUBB4A,TUBB4B,TUBB6,ZFPM2"
983695	16	"Antigen activates B Cell Receptor (BCR) leading to generation of second messengers"	"BLNK,CD22,CD79A,DAPP1,GRB2,ITPR1,ITPR2,LOC100687054,NCK1,PIK3CD,PIK3R1,PLCG2,PTPN6,STIM1,TRPC1,VAV1"
983705	59	"Signaling by the B Cell Receptor (BCR)"	"BCL10,BLNK,CARD11,CD22,CD79A,CHUK,CUL1,DAPP1,FBXW11,GRB2,IKBKB,ITPR1,ITPR2,LOC100687054,LYN,NCK1,NFKBIA,NFKBIB,NRAS,PIK3CD,PIK3R1,PLCG2,PSMA3,PSMA6,PSMA8,PSMB11,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB8,PSMB9,PSMC1,PSMC2,PSMC4,PSMD10,PSMD11,PSMD12,PSMD13,PSMD2,PSMD3,PSMD4,PSMD7,PSMD8,PSMD9,PSME2,PSME4,PSMF1,PTPN6,RASGRP3,RELA,RPS27A,STIM1,TRPC1,UBA52,UBB,UBC,VAV1"
983712	83	"Ion channel transport"	"ANO10,ANO4,ANO6,ASIC1,ASIC2,ASIC5,ATP10B,ATP10D,ATP11A,ATP11C,ATP13A1,ATP13A4,ATP1A3,ATP1A4,ATP1B2,ATP2A1,ATP2A2,ATP2B1,ATP2B2,ATP2B4,ATP2C1,ATP6V0A1,ATP6V0A2,ATP6V0A4,ATP6V0B,ATP6V0C,ATP6V0D1,ATP6V0D2,ATP6V1A,ATP6V1B2,ATP6V1C2,ATP6V1E1,ATP6V1E2,ATP6V1F,ATP6V1G2,ATP6V1G3,ATP6V1H,ATP7A,ATP8A1,ATP8A2,ATP8B1,ATP8B2,ATP8B4,BEST1,BEST2,BSND,CAMK2A,CLCA1,CLCN1,CLCN2,CLCN4,CLCN6,CLCNKA,FXYD2,FXYD3,FXYD4,MCOLN3,NALCN,OSTM1,PDZD11,PLN,RAF1,RPS27A,SCNN1B,SCNN1G,SGK1,SGK3,SLC9B1,TCIRG1,TPCN1,TPCN2,TRPC1,TRPC3,TRPC4,TRPC4AP,TRPM7,TRPV2,TRPV5,TTYH1,UBA52,UBB,UBC,WWP1"
991365	21	"Activation of GABAB receptors"	"ADCY2,ADCY8,GABBR2,GNAI2,GNAI3,GNAL,GNB1,GNG10,GNG12,GNG7,GNG8,GNGT1,GNGT2,KCNJ12,KCNJ15,KCNJ16,KCNJ2,KCNJ3,KCNJ4,KCNJ5,KCNJ6"
997272	16	"Inhibition  of voltage gated Ca2+ channels via Gbeta/gamma subunits"	"GABBR2,GNB1,GNG10,GNG12,GNG7,GNG8,GNGT1,GNGT2,KCNJ12,KCNJ15,KCNJ16,KCNJ2,KCNJ3,KCNJ4,KCNJ5,KCNJ6"
1059683	4	"Interleukin-6 signaling"	"IL6R,JAK2,PTPN11,STAT3"
1168372	42	"Downstream signaling events of B Cell Receptor (BCR)"	"BCL10,CARD11,CHUK,CUL1,FBXW11,IKBKB,NFKBIA,NFKBIB,NRAS,PSMA3,PSMA6,PSMA8,PSMB11,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB8,PSMB9,PSMC1,PSMC2,PSMC4,PSMD10,PSMD11,PSMD12,PSMD13,PSMD2,PSMD3,PSMD4,PSMD7,PSMD8,PSMD9,PSME2,PSME4,PSMF1,RASGRP3,RELA,RPS27A,UBA52,UBB,UBC"
1169091	40	"Activation of NF-kappaB in B cells"	"BCL10,CARD11,CHUK,CUL1,FBXW11,IKBKB,NFKBIA,NFKBIB,PSMA3,PSMA6,PSMA8,PSMB11,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB8,PSMB9,PSMC1,PSMC2,PSMC4,PSMD10,PSMD11,PSMD12,PSMD13,PSMD2,PSMD3,PSMD4,PSMD7,PSMD8,PSMD9,PSME2,PSME4,PSMF1,RELA,RPS27A,UBA52,UBB,UBC"
1169092	2	"Activation of RAS in B cells"	"NRAS,RASGRP3"
1169408	14	"ISG15 antiviral mechanism"	"EIF2AK2,EIF4A2,EIF4A3,FLNB,ISG15,LOC488947,MX1,MX2,NEDD4,PPM1B,TRIM25,UBE2E1,UBE2L6,USP18"
1169410	17	"Antiviral mechanism by IFN-stimulated genes"	"EIF2AK2,EIF4A2,EIF4A3,FLNB,ISG15,LOC488947,MX1,MX2,NEDD4,OASL,PDE12,PPM1B,RNASEL,TRIM25,UBE2E1,UBE2L6,USP18"
1170546	3	"Prolactin receptor signaling"	"GH1,JAK2,PRLR"
1181150	3	"Signaling by NODAL"	"FOXO3,SMAD2,SMAD3"
1187000	9	"Fertilization"	"ACR,CATSPER1,CATSPER3,CATSPERB,HVCN1,IZUMO2,IZUMO3,IZUMO4,SPAM1"
1222556	25	"ROS and RNS production in phagocytes"	"ATP6V0A1,ATP6V0A2,ATP6V0A4,ATP6V0B,ATP6V0C,ATP6V0D1,ATP6V0D2,ATP6V1A,ATP6V1B2,ATP6V1C2,ATP6V1E1,ATP6V1E2,ATP6V1F,ATP6V1G2,ATP6V1G3,ATP6V1H,CYBA,CYBB,HVCN1,NCF1,NCF2,NCF4,NOS1,RAC2,TCIRG1"
1227986	18	"Signaling by ERBB2"	"AKT2,AKT3,CDC37,CUL5,GRB2,NRAS,PIK3CA,PIK3R1,PRKCD,PRKCE,RHOA,RPS27A,SHC1,STUB1,UBA52,UBB,UBC,USP8"
1234158	2	"Regulation of gene expression by Hypoxia-inducible Factor"	"CITED2,HIF1A"
1234174	14	"Cellular response to hypoxia"	"AJUBA,CITED2,CUL2,EGLN1,EGLN3,HIF1A,HIF1AN,LIMD1,RPS27A,UBA52,UBB,UBC,UBE2D1,UBE2D2"
1234176	12	"Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha"	"AJUBA,CUL2,EGLN1,EGLN3,HIF1A,LIMD1,RPS27A,UBA52,UBB,UBC,UBE2D1,UBE2D2"
1236394	17	"Signaling by ERBB4"	"APH1A,BTC,ESR1,GRB2,NEDD4,NRAS,PIK3CA,PIK3R1,PSEN1,PSENEN,RPS27A,SHC1,STAT5A,UBA52,UBB,UBC,WWP1"
1236973	6	"Cross-presentation of particulate exogenous antigens (phagosomes)"	"CD36,CYBA,CYBB,NCF1,NCF2,NCF4"
1236975	34	"Antigen processing-Cross presentation"	"CD36,CYBA,CYBB,MRC1,NCF1,NCF2,NCF4,PSMA3,PSMA6,PSMA8,PSMB11,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB8,PSMB9,PSMC1,PSMC2,PSMC4,PSMD10,PSMD11,PSMD12,PSMD13,PSMD2,PSMD3,PSMD4,PSMD7,PSMD8,PSMD9,PSME2,PSME4,PSMF1"
1236978	28	"Cross-presentation of soluble exogenous antigens (endosomes)"	"MRC1,PSMA3,PSMA6,PSMA8,PSMB11,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB8,PSMB9,PSMC1,PSMC2,PSMC4,PSMD10,PSMD11,PSMD12,PSMD13,PSMD2,PSMD3,PSMD4,PSMD7,PSMD8,PSMD9,PSME2,PSME4,PSMF1"
1237044	11	"Erythrocytes take up carbon dioxide and release oxygen"	"AQP1,CA1,CA2,CA4,CYB5R1,CYB5R2,CYB5R4,LOC100855540,LOC100855558,RHAG,SLC4A1"
1237112	2	"Methionine salvage pathway"	"ADI1,MTAP"
1247673	8	"Erythrocytes take up oxygen and release carbon dioxide"	"AQP1,CA1,CA2,CA4,LOC100855540,LOC100855558,RHAG,SLC4A1"
1250196	3	"SHC1 events in ERBB2 signaling"	"PRKCD,PRKCE,SHC1"
1250342	3	"PI3K events in ERBB4 signaling"	"BTC,PIK3CA,PIK3R1"
1250347	4	"SHC1 events in ERBB4 signaling"	"BTC,GRB2,NRAS,SHC1"
1251985	5	"Nuclear signaling by ERBB4"	"APH1A,ESR1,PSEN1,PSENEN,STAT5A"
1253288	6	"Downregulation of ERBB4 signaling"	"NEDD4,RPS27A,UBA52,UBB,UBC,WWP1"
1257604	112	"PIP3 activates AKT signaling"	"AKT1S1,AKT2,AKT3,AREG,BMI1,BTC,CBX8,CD28,CD80,CD86,CDKN1A,CHUK,CREB1,CSNK2A1,CSNK2A2,EED,ESR1,ESR2,EZH2,FGF10,FGF16,FGF18,FGF22,FGF4,FGF6,FGF7,FGF9,FGFR1,FGFR2,FGFR4,FOXO3,FOXO4,FRS2,FYN,GATAD2A,GRB2,HGF,ICOS,IRAK1,IRAK4,KIT,KITLG,LOC100856339,MAPKAP1,MBD3,MLST8,MTA2,MTOR,MYD88,NEDD4,OTUD3,PDGFB,PDGFRA,PHC2,PHLPP2,PIK3CA,PIK3CD,PIK3R1,PIK3R2,PIP4K2A,PIP4K2B,PIP5K1A,PIP5K1B,PREX2,PSMA3,PSMA6,PSMA8,PSMB11,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB8,PSMB9,PSMC1,PSMC2,PSMC4,PSMD10,PSMD11,PSMD12,PSMD13,PSMD2,PSMD3,PSMD4,PSMD7,PSMD8,PSMD9,PSME2,PSME4,PSMF1,PTPN11,RAC2,RBBP4,RHOG,RING1,RNF146,RPS27A,RPS6KB2,SALL4,SCMH1,STUB1,TNKS,TRAT1,TRIB3,UBA52,UBB,UBC,USP13,USP7,VAV1,XIAP"
1266695	12	"Interleukin-7 signaling"	"CRLF2,H3C1,H3C13,H3C7,IL2RG,IL7R,LOC100856339,PIK3R1,PIK3R2,SMARCA4,STAT3,STAT5A"
1266738	160	"Developmental Biology"	"ABL1,ACTB,ADAM11,ADAM23,AKAP5,AKT2,AKT3,AP2B1,AP2S1,APH1A,ARHGAP35,ARHGEF12,ARPC1B,CACNG2,CDH2,CDK2,CDK4,CDK5R1,CDKN1A,CDON,CDSN,CLTA,CLTB,CLTC,COL5A2,COL5A3,COL6A1,COL6A6,CREB1,CSTA,CTNNA1,CTNNB1,DAG1,DNM2,DOK2,DOK4,DPYSL2,DPYSL3,DPYSL5,DSG3,EFNA1,EFNA3,EFNA4,EFNB1,EPHA1,EPHA5,EPHA7,EPHB1,EPHB2,EPHB4,EZR,FES,FOXO3,FRS2,FYN,GAP43,GFRA1,GRB2,GRB7,GRIN2B,GSK3B,HSP90AB1,ITSN1,JUP,KLK13,KLK5,KRT10,KRT14,KRT15,KRT17,KRT19,KRT23,KRT24,KRT32,KRT33A,KRT35,KRT39,KRT78,KRT79,KRT80,KRT82,KRT83,KRT84,KRT86,KRTAP11-1,KRTAP24-1,KRTAP25-1,KRTAP8-1,LGI1,LGI3,LGI4,LIMK1,LIPJ,LOC100686358,LOC100856339,LOC102151831,LOC403934,LOC482977,LOC607207,LYN,LYPLA2,MAP2K1,MAP2K2,MAPK1,MAPK14,MEF2B,MEF2C,MYF5,MYOD1,MYOG,NCK1,NCK2,NRAS,NRP1,NRTN,NTN4,PAK2,PAK3,PERP,PI3,PIK3CA,PIK3CD,PIK3R1,PIK3R2,PKP1,PKP2,PKP4,PLXNA4,PLXNB1,PPL,PRKCQ,PSEN1,PSENEN,PTPN11,PTPRA,PTPRC,RASA1,RELN,RHOA,RHOB,RND1,RRAS,SEMA3A,SEMA4D,SEMA5A,SEMA6D,SHC1,SIAH1,SLIT2,SMAD2,SMAD3,SPTBN2,SPTBN4,ST8SIA2,TIAM1,TLN1,TREM2,VLDLR,VSTM2L,WASL"
1268020	9	"Mitochondrial protein import"	"COQ2,FXN,HSCB,NDUFB8,OTC,PITRM1,TIMM10,TIMM17A,TIMM22"
