"id"	"geneNum"	"description"	"definition"	"gene"
"GO:0032791"	2	"lead ion binding"	"Interacting selectively and non-covalently with lead (Pb) ions."	"PLSCR1,PLSCR3"
"GO:0032794"	9	"GTPase activating protein binding"	"Interacting selectively and non-covalently with a GTPase activating protein."	"ARL3,CDH1,FMNL1,FMNL3,GAPVD1,PIN1,PLCD1,PLXNB1,RGS14"
"GO:0032795"	2	"heterotrimeric G-protein binding"	"Interacting selectively and non-covalently with a heterotrimeric G-protein."	"ADRA2A,LOC483842"
"GO:0032810"	2	"sterol response element binding"	"Interacting selectively and non-covalently with the sterol response element (SRE), a nonpalindromic sequence found in the promoters of genes involved in lipid metabolism."	"NR1H3,SREBF1"
"GO:0032934"	1	"sterol binding"	"Interacting selectively and non-covalently with a sterol, any steroid containing a hydroxy group in the 3 position, closely related to cholestan-3-ol."	"SCAP"
"GO:0032977"	8	"membrane insertase activity"	"Mediates the integration of proteins into a membrane from the inner side of the membrane. Membrane insertases are highly conserved and include the bacterial YidC family, the plant chloroplast Alb3 family, and the fungal and animal mitochondrial Oxa1/Cox18 family."	"EMC1,EMC10,EMC3,EMC4,EMC6,EMC7,TIMM10,TIMM9"
"GO:0033038"	4	"bitter taste receptor activity"	"Combining with soluble bitter compounds to initiate a change in cell activity. These receptors are responsible for the sense of bitter taste."	"TAS2R10,TAS2R3,TAS2R39,TAS2R4"
"GO:0033040"	1	"sour taste receptor activity"	"Combining with soluble sour compounds to initiate a change in cell activity. These receptors are responsible for the sense of sour taste."	"PKD2L1"
"GO:0033041"	2	"sweet taste receptor activity"	"Combining with soluble sweet compounds to initiate a change in cell activity. These receptors are responsible for the sense of sweet taste."	"TAS1R2,TAS1R3"
"GO:0033130"	3	"acetylcholine receptor binding"	"Interacting selectively and non-covalently with an acetylcholine receptor."	"LYPD1,PSCA,RAPSN"
"GO:0033142"	2	"progesterone receptor binding"	"Interacting selectively and non-covalently with a progesterone receptor."	"PRMT2,TRERF1"
"GO:0033192"	4	"calmodulin-dependent protein phosphatase activity"	"Catalysis of the reaction: protein serine/threonine phosphate + H2O = protein serine/threonine + phosphate, dependent on the presence of calcium-bound calmodulin."	"PPM1A,PPM1F,PPP3CB,PPP3CC"
"GO:0033204"	9	"ribonuclease P RNA binding"	"Interacting selectively and non-covalently with the RNA subunit of ribonuclease P."	"POP1,POP4,POP5,POP7,RPP14,RPP21,RPP25,RPP30,RPP40"
"GO:0033218"	1	"amide binding"	"Interacting selectively and non-covalently with an amide, any derivative of an oxoacid in which an acidic hydroxy group has been replaced by an amino or substituted amino group."	"PHB2"
"GO:0033229"	3	"cysteine transmembrane transporter activity"	"Enables the transfer of cysteine from one side of a membrane to the other."	"MFSD12,SLC1A1,SLC1A2"
"GO:0033300"	5	"dehydroascorbic acid transmembrane transporter activity"	"Enables the transfer of dehydroascorbate, 5-(1,2-dihydroxyethyl)furan-2,3,4(5H)-trione, from one side of a membrane to the other."	"SLC23A1,SLC2A10,SLC2A2,SLC2A3,SLC2A8"
"GO:0033549"	1	"MAP kinase phosphatase activity"	"Catalysis of the reaction: a phosphorylated MAP kinase + H2O = a MAP kinase + phosphate."	"DUSP29"
"GO:0033592"	5	"RNA strand annealing activity"	"Facilitates the base-pairing of complementary single-stranded RNA."	"A0A5F4BVU3,A0A5F4CV71,DDX3X,FMR1,FXR1"
"GO:0033612"	1	"receptor serine/threonine kinase binding"	"Interacting selectively and non-covalently with a receptor that possesses protein serine/threonine kinase activity."	"BMP10"
"GO:0033677"	2	"DNA/RNA helicase activity"	"Catalysis of the reaction: NTP + H2O = NDP + phosphate; this reaction drives the unwinding of a DNA/RNA duplex, i.e. a double helix in which a strand of DNA pairs with a complementary strand of RNA."	"DDX1,G3BP1"
"GO:0033678"	1	"5'-3' DNA/RNA helicase activity"	"Catalysis of the unwinding of a DNA/RNA duplex in the direction 5' to 3'."	"PIF1"
"GO:0033679"	1	"3'-5' DNA/RNA helicase activity"	"Catalysis of the unwinding of a DNA/RNA duplex in the direction 3' to 5'."	"DHX9"
"GO:0033691"	3	"sialic acid binding"	"Interacting selectively and non-covalently with sialic acid, any of a variety of N- or O- substituted derivatives of neuraminic acid, a nine carbon monosaccharide. Sialic acids often occur in polysaccharides, glycoproteins, and glycolipids in animals and bacteria."	"FCN2,SELE,SELP"
"GO:0033699"	1	"DNA 5'-adenosine monophosphate hydrolase activity"	"Catalysis of the reaction: 5'-AMP-DNA + H2O = AMP + DNA; nucleophilic release of a covalently linked adenylate residue from a DNA strand, leaving a 5' phosphate terminus."	"APTX"
"GO:0033743"	2	"peptide-methionine (R)-S-oxide reductase activity"	"Catalysis of the reaction: peptide-L-methionine + H(2)O + thioredoxin disulfide = peptide-L-methionine (R)-S-oxide + thioredoxin. Can act on oxidized methionine in peptide linkage with specificity for the R enantiomer. Thioredoxin disulfide is the oxidized form of thioredoxin."	"MSRB1,MSRB3"
"GO:0033745"	3	"L-methionine-(R)-S-oxide reductase activity"	"Catalysis of the reaction: L-methionine + thioredoxin disulfide + H2O = L-methionine (R)-S-oxide + thioredoxin."	"MSRB1,MSRB2,MSRB3"
"GO:0033746"	1	"histone demethylase activity (H3-R2 specific)"	"Catalysis of the removal of a methyl group from arginine at position 2 of the histone H3 protein."	"JMJD6"
"GO:0033749"	1	"histone demethylase activity (H4-R3 specific)"	"Catalysis of the removal of a methyl group from arginine at position 3 of the histone H4 protein."	"JMJD6"
"GO:0033754"	2	"indoleamine 2,3-dioxygenase activity"	"Catalysis of the reaction: tryptophan + O2 = N-formylkynurenine. The product of the reaction depends on the substrate; D-tryptophan produces N-formyl-D-kynurenine, and L-tryptophan produces N-formyl-L-kynurenine."	"IDO1,IDO2"
"GO:0033814"	1	"propanoyl-CoA C-acyltransferase activity"	"Catalysis of the reaction: 3alpha,7alpha,12alpha-trihydroxy-5beta-cholanoyl-CoA + propanoyl-CoA = CoA + 3alpha,7alpha,12alpha-trihydroxy-24-oxo-5beta-cholestanoyl-CoA."	"SCP2"
"GO:0033819"	1	"lipoyl(octanoyl) transferase activity"	"Catalysis of the reaction: octanoyl-[acyl-carrier protein] + protein = protein N6-(octanoyl)lysine + acyl-carrier protein."	"LIPT2"
"GO:0033823"	1	"procollagen glucosyltransferase activity"	"Catalysis of the reaction: UDP-glucose + 5-(D-galactosyloxy)-L-lysine-procollagen = UDP + 1,2-D-glucosyl-5-D-(galactosyloxy)-L-lysine-procollagen."	"PLOD3"
"GO:0033842"	2	"N-acetyl-beta-glucosaminyl-glycoprotein 4-beta-N-acetylgalactosaminyltransferase activity"	"Catalysis of the reaction: UDP-N-acetyl-D-galactosamine + N-acetyl-beta-D-glucosaminyl group = UDP + N-acetyl-beta-D-galactosaminyl-(1->4)-N-acetyl-beta-D-glucosaminyl group."	"B4GALNT3,B4GALNT4"
"GO:0033857"	1	"diphosphoinositol-pentakisphosphate kinase activity"	"Catalysis of the reaction: ATP + 1D-myo-inositol 5-diphosphate pentakisphosphate = ADP + 1D-myo-inositol bisdiphosphate tetrakisphosphate."	"PPIP5K2"
"GO:0033862"	1	"UMP kinase activity"	"Catalysis of the reaction: ATP + UMP = ADP + UDP."	"CMPK1"
"GO:0033878"	2	"hormone-sensitive lipase activity"	"Catalysis of the reactions: diacylglycerol + H2O = monoacylglycerol + a carboxylate; triacylglycerol + H2O = diacylglycerol + a carboxylate; and monoacylglycerol + H2O = glycerol + a carboxylate."	"ABHD2,LIPE"
"GO:0033897"	1	"ribonuclease T2 activity"	"Catalysis of the two-stage endonucleolytic cleavage to nucleoside 3'-phosphates and 3'-phosphooligonucleotides with 2',3'-cyclic phosphate intermediates."	"RNASET2"
"GO:0033906"	2	"hyaluronoglucuronidase activity"	"Catalysis of the random hydrolysis of 1,3-linkages between beta-D-glucuronate and N-acetyl-D-glucosamine residues in hyaluronate."	"HYAL2,HYAL3"
"GO:0033919"	1	"glucan 1,3-alpha-glucosidase activity"	"Catalysis of the hydrolysis of terminal (1->3)-alpha-D-glucosidic links in 1,3-alpha-D-glucans."	"GANAB"
"GO:0033925"	1	"mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase activity"	"Catalysis of the endohydrolysis of the N,N'-diacetylchitobiosyl unit in high-mannose glycopeptides and glycoproteins containing the -[Man(GlcNAc)2]Asn-structure. One N-acetyl-D-glucosamine residue remains attached to the protein; the rest of the oligosaccharide is released intact."	"ENGASE"
"GO:0033961"	1	"cis-stilbene-oxide hydrolase activity"	"Catalysis of the reaction: cis-stilbene oxide + H2O = (+)-(1R,2R)-1,2-diphenylethane-1,2-diol."	"EPHX1"
"GO:0033971"	1	"hydroxyisourate hydrolase activity"	"Catalysis of the reaction: 5-hydroxyisourate + H(2)O = 5-hydroxy-2-oxo-4-ureido-2,5-dihydro-1H-imidazole-5-carboxylate + H(+)."	"A0A5F4CS93"
"GO:0034012"	1	"FAD-AMP lyase (cyclizing) activity"	"Catalysis of the reaction: FAD = AMP + riboflavin cyclic-4',5'-phosphate."	"TKFC"
"GO:0034039"	1	"8-oxo-7,8-dihydroguanine DNA N-glycosylase activity"	"Catalysis of the removal of 8-oxo-7,8-dihydroguanine bases by cleaving the N-C1' glycosidic bond between the oxidized purine and the deoxyribose sugar."	"OGG1"
"GO:0034040"	1	"lipid-transporting ATPase activity"	"Enables the transfer of a solute or solutes from one side of a membrane to the other according to the reaction: ATP + H2O + lipid(in) = ADP + phosphate + lipid(out)."	"ABCC1"
"GO:0034041"	1	"sterol-transporting ATPase activity"	"Enables the transfer of a solute or solutes from one side of a membrane to the other according to the reaction: ATP + H2O + sterol(in) = ADP + phosphate + sterol(out)."	"ABCG4"
"GO:0034046"	4	"poly(G) binding"	"Interacting selectively and non-covalently with a sequence of guanine residues in an RNA molecule."	"ATXN1,FMR1,MCRS1,PNPT1"
"GO:0034056"	3	"estrogen response element binding"	"Interacting selectively and non-covalently with the estrogen response element (ERE), a conserved sequence found in the promoters of genes whose expression is regulated in response to estrogen."	"ESR1,ESR2,TRIM24"
"GO:0034062"	1	"5'-3' RNA polymerase activity"	"Catalysis of the reaction: nucleoside triphosphate + RNA(n) = diphosphate + RNA(n+1); the synthesis of RNA from ribonucleotide triphosphates in the presence of a nucleic acid template, via extension of the 3'-end."	"TENT2"
"GO:0034185"	5	"apolipoprotein binding"	"Interacting selectively and non-covalently with an apolipoprotein, the protein component of a lipoprotein complex."	"LRP1,LRP8,MAPT,PLG,VLDLR"
"GO:0034186"	2	"apolipoprotein A-I binding"	"Interacting selectively and non-covalently with apolipoprotein A-I."	"ABCA1,SCARB1"
"GO:0034188"	1	"apolipoprotein A-I receptor activity"	"Combining with apolipoprotein A-I and transmitting the signal from one side of the membrane to the other to initiate a change in cell activity."	"ABCA1"
"GO:0034189"	2	"very-low-density lipoprotein particle binding"	"Interacting selectively and non-covalently with a very-low-density lipoprotein particle, a triglyceride-rich lipoprotein particle that is typically composed of APOB100, APOE and APOCs and has a density of about 1.006 g/ml and a diameter of between 20-80 nm."	"PLTP,VLDLR"
"GO:0034191"	3	"apolipoprotein A-I receptor binding"	"Interacting selectively and non-covalently with an apolipoprotein A-I receptor."	"ABCA12,APOA1,NR1H2"
"GO:0034211"	1	"GTP-dependent protein kinase activity"	"Catalysis of the reaction: ATP + a protein serine/threonine = ADP + protein serine/threonine phosphate, dependent on the presence of GTP."	"LRRK2"
"GO:0034235"	2	"GPI anchor binding"	"Interacting selectively and non-covalently with any glycosylphosphatidylinositol anchor. GPI anchors serve to attach membrane proteins to the lipid bilayer of cell membranes."	"GPAA1,PIGU"
"GO:0034236"	10	"protein kinase A catalytic subunit binding"	"Interacting selectively and non-covalently with one or both of the catalytic subunits of protein kinase A."	"CSK,EZR,GSK3B,KCNQ1,PJA2,PRKAR1A,PRKAR1B,PRKAR2A,PRKAR2B,RYR2"
"GO:0034237"	15	"protein kinase A regulatory subunit binding"	"Interacting selectively and non-covalently with one or both of the regulatory subunits of protein kinase A."	"ACBD3,AKAP1,AKAP11,AKAP8,AKAP9,ARFGEF1,ARFGEF2,C37H2orf88,EZR,GSKIP,KCNQ1,PJA2,PRKACA,RYR2,SPATC1L"
"GO:0034246"	2	"mitochondrial sequence-specific DNA-binding transcription factor activity"	"Interacting selectively and non-covalently with a specific DNA sequence in order to modulate transcription by mitochondrial RNA polymerase."	"FOXO3,TFAM"
"GO:0034386"	1	"4-aminobutyrate:2-oxoglutarate transaminase activity"	"Catalysis of the reaction: 4-aminobutanoate + 2-oxoglutarate = succinate semialdehyde + L-glutamate."	"ABAT"
"GO:0034417"	1	"bisphosphoglycerate 3-phosphatase activity"	"Catalysis of the reaction: 2,3-diphosphoglycerate + H2O = 2-phospho-D-glycerate + phosphate."	"MINPP1"
"GO:0034450"	5	"ubiquitin-ubiquitin ligase activity"	"Isoenergetic transfer of ubiquitin from one protein to an existing ubiquitin chain via the reaction X-ubiquitin + Y-ubiquitin -> Y-ubiquitin-ubiquitin + X, where both the X-ubiquitin and Y-ubiquitin-ubiquitin linkages are thioester bonds between the C-terminal glycine of ubiquitin and a sulfhydryl side group of a cysteine residue."	"AMFR,STUB1,UBE2K,UBE4B,UBR5"
"GO:0034452"	5	"dynactin binding"	"Interacting selectively and non-covalently with any part of a dynactin complex; dynactin is a large protein complex that activates dynein-based motor activity."	"BICDL1,GSK3B,HOOK3,HTT,SNX5"
"GO:0034458"	4	"3'-5' RNA helicase activity"	"Catalysis of the unwinding of an RNA helix in the direction 3' to 5'."	"AQR,DHX9,SUPV3L1,YTHDC2"
"GO:0034485"	2	"phosphatidylinositol-3,4,5-trisphosphate 5-phosphatase activity"	"Catalysis of the reaction: phosphatidylinositol-3,4,5-trisphosphate + H2O = phosphatidylinositol-3,4-bisphosphate + phosphate."	"INPP5K,INPPL1"
"GO:0034511"	5	"U3 snoRNA binding"	"Interacting selectively and non-covalently with U3 small nucleolar RNA."	"DHX37,ISG20,PRKDC,RRP9,XRCC5"
"GO:0034513"	2	"box H/ACA snoRNA binding"	"Interacting selectively and non-covalently with box H/ACA small nucleolar RNA."	"DKC1,NHP2"
"GO:0034545"	1	"fumarylpyruvate hydrolase activity"	"Catalysis of the reaction: fumarylpyruvate + H2O = fumarate + pyruvate + H+."	"FAHD1"
"GO:0034584"	3	"piRNA binding"	"Interacting selectively and non-covalently with a piRNA, a Piwi-associated RNA, a 24- to 30-nucleotide RNA derived from repeat or complex DNA sequence elements and processed by a Dicer-independent mechanism."	"PIWIL1,PIWIL2,PIWIL4"
"GO:0034590"	1	"L-hydroxyproline transmembrane transporter activity"	"Enables the transfer of L-hydroxyproline from one side of a membrane to the other."	"SLC1A4"
"GO:0034594"	1	"phosphatidylinositol trisphosphate phosphatase activity"	"Catalysis of the reaction: phosphatidylinositol trisphosphate + H2O = phosphatidylinositol bisphosphate + phosphate."	"INPP5K"
"GO:0034595"	2	"phosphatidylinositol phosphate 5-phosphatase activity"	"Catalysis of the removal of the 5-phosphate group of a phosphatidylinositol phosphate."	"INPP5F,INPP5K"
"GO:0034596"	1	"phosphatidylinositol phosphate 4-phosphatase activity"	"Catalysis of the removal of the 4-phosphate group of a phosphatidylinositol phosphate."	"INPP5F"
"GO:0034597"	2	"phosphatidylinositol-4,5-bisphosphate 4-phosphatase activity"	"Catalysis of the reaction: 1-phosphatidyl-myo-inositol 4,5-bisphosphate + H2O = 1-phosphatidyl-1D-myo-inositol 3-phosphate + phosphate."	"INPP4A,PIP4P2"
"GO:0034602"	1	"oxoglutarate dehydrogenase (NAD+) activity"	"Catalysis of the reaction: 2-oxoglutarate + CoA + NAD+ = succinyl-CoA + CO2 + NADH."	"OGDH"
"GO:0034604"	1	"pyruvate dehydrogenase (NAD+) activity"	"Catalysis of the reaction: pyruvate + CoA + NAD+ = acetyl-CoA + CO2 + NADH."	"PDHA1"
"GO:0034617"	2	"tetrahydrobiopterin binding"	"Interacting selectively and non-covalently with a tetrahydrobiopterin, 5,6,7,8-tetrahydrobiopterin or a derivative thereof; tetrahydrobiopterins are enzyme cofactors that carry electrons in redox reactions."	"NOS2,NOS3"
"GO:0034618"	3	"arginine binding"	"Interacting selectively and non-covalently with 2-amino-5-(carbamimidamido)pentanoic acid."	"NOS2,NOS3,TM4SF5"
"GO:0034632"	2	"retinol transmembrane transporter activity"	"Enables the transfer of retinol from one side of a membrane to the other. Retinol is vitamin A1, 2,6,6-trimethyl-1-(9'-hydroxy-3',7'-dimethylnona-1',3',5',7'-tetraenyl)cyclohex-1-ene, one of the three components that makes up vitamin A."	"RBP4,STRA6"
"GO:0034634"	3	"glutathione transmembrane transporter activity"	"Enables the transfer of glutathione, the tripeptide glutamylcysteinylglycine, from one side of a membrane to the other."	"ABCC4,ABCC5,SLC13A3"
"GO:0034647"	2	"histone demethylase activity (H3-trimethyl-K4 specific)"	"Catalysis of the removal of a methyl group from trimethylated lysine at position 4 of the histone H3 protein."	"KDM5B,KDM5C"
"GO:0034648"	3	"histone demethylase activity (H3-dimethyl-K4 specific)"	"Catalysis of the removal of a methyl group from dimethylated lysine at position 4 of the histone H3 protein."	"KDM1A,KDM5A,KDM5B"
"GO:0034649"	1	"histone demethylase activity (H3-monomethyl-K4 specific)"	"Catalysis of the reaction: histone H3 N6-methyl-L-lysine (position 4) + O2 + FAD + H2O = histone H3 L-lysine (position 4) + H2O2 + formaldehyde + FADH2. This reaction is the removal of a methyl group from monomethylated lysine at position 4 of the histone H3 protein."	"KDM1B"
"GO:0034711"	1	"inhibin binding"	"Interacting selectively and non-covalently with an inhibin monomer, any of the polypeptides that combine to form activin and inhibin dimers."	"IGSF1"
"GO:0034713"	10	"type I transforming growth factor beta receptor binding"	"Interacting selectively and non-covalently with a type I transforming growth factor beta receptor."	"B9D2,ENG,FERMT2,SMAD2,SMAD6,SMAD7,SNX6,TGFB1,TGFB3,TGFBR2"
"GO:0034714"	4	"type III transforming growth factor beta receptor binding"	"Interacting selectively and non-covalently with a type III transforming growth factor beta receptor."	"B9D2,TGFB1,TGFB2,TGFB3"
"GO:0034736"	1	"cholesterol O-acyltransferase activity"	"Catalysis of the reaction: acyl-CoA + cholesterol = a cholesterol ester + CoA."	"SOAT1"
"GO:0034739"	1	"histone deacetylase activity (H4-K16 specific)"	"Catalysis of the reaction: histone H4 N6-acetyl-L-lysine (position 16) + H2O = histone H4 L-lysine (position 16) + acetate. This reaction represents the removal of an acetyl group from lysine at position 16 of the histone H4 protein."	"HDAC9"
"GO:0034875"	1	"caffeine oxidase activity"	"Catalysis of the reaction: caffeine + O2 + 2 H+ + 2 e- = 1,3,7-trimethyluric acid + H2O."	"CYP1A2"
"GO:0034899"	1	"trimethylamine monooxygenase activity"	"Catalysis of the reaction: N,N,N-trimethylamine + NADPH + H+ + O2 = N,N,N-trimethylamine N-oxide + NADP+ + H2O."	"FMO3"
"GO:0034979"	2	"NAD-dependent protein deacetylase activity"	"Catalysis of the removal of one or more acetyl groups from a protein, requiring NAD."	"SIRT4,SIRT5"
"GO:0034986"	1	"iron chaperone activity"	"Directly binding to and delivering iron ions to a target protein."	"TF"
"GO:0034987"	2	"immunoglobulin receptor binding"	"Interacting selectively and non-covalently with one or more specific sites on an immunoglobulin receptor molecule."	"FES,IGHM"
"GO:0034988"	2	"Fc-gamma receptor I complex binding"	"Interacting selectively and non-covalently with one or more specific sites on the Fc-gamma receptor I complex. The complex functions primarily as an activating receptor for IgG."	"FGR,FLNA"
"GO:0035005"	2	"1-phosphatidylinositol-4-phosphate 3-kinase activity"	"Catalysis of the reaction: 1-phosphatidyl-1D-myo-inositol 4-phosphate + ATP = 1-phosphatidyl-1D-myo-inositol 3,4-bisphosphate + ADP + 2 H(+)."	"PIK3C2A,PIK3C2G"
"GO:0035014"	1	"phosphatidylinositol 3-kinase regulator activity"	"Modulates the activity of any of the phosphatidylinositol 3-kinases (PI3Ks). Regulatory subunits can link a PI3K catalytic subunit to upstream signaling events and help position the catalytic subunits close to their lipid substrates."	"WDR81"
"GO:0035033"	2	"histone deacetylase regulator activity"	"Modulates the activity of histone deacetylase."	"MAPK8,TP53"
"GO:0035034"	1	"histone acetyltransferase regulator activity"	"Modulates the activity of histone acetyltransferase."	"PYGO2"
"GO:0035035"	19	"histone acetyltransferase binding"	"Interacting selectively and non-covalently with the enzyme histone acetyltransferase."	"BCAS3,CEBPB,CITED2,ECD,EGR1,EPAS1,FOXP3,GLI3,HIF1A,MEF2A,MTF1,MYOCD,PCNA,STAT1,TAF7,TP53,TRIM68,TRIP4,ZBTB7A"
"GO:0035064"	41	"methylated histone binding"	"Interacting selectively and non-covalently with a histone in which a residue has been modified by methylation. Histones are any of a group of water-soluble proteins found in association with the DNA of eukaroytic chromosomes."	"A0A5F4CZ47,ATRX,CBX4,CBX5,CBX8,CDYL,CDYL2,CHD1,CHD8,FMR1,GLYR1,ING1,KAT8,KDM4A,KDM5A,KDM7A,KDM8,KMT2E,LOC607305,LRWD1,MORC3,MORC4,MPHOSPH8,MSH6,MSL3,NCAPD3,NCAPG2,PHF1,PHF2,PYGO1,RAG2,RBBP5,SUZ12,TDRD3,THAP7,TP53BP1,UHRF1,WDR5,ZCWPW1,ZCWPW2,ZMYND8"
"GO:0035091"	62	"phosphatidylinositol binding"	"Interacting selectively and non-covalently with any inositol-containing glycerophospholipid, i.e. phosphatidylinositol (PtdIns) and its phosphorylated derivatives."	"A0A5F4CFV9,A0A5F4CQM7,APPL1,APPL2,ARHGAP33,BCAS3,C2CD2L,CCDC88A,FES,GRB7,HS1BP3,ING2,ITPR1,MCF2L,MITD1,MREG,MTM1,MYO1E,NISCH,NOXO1,NUMA1,PASK,PHF12,PIK3C2A,PIK3C2B,PIK3C2G,PITPNB,PITPNC1,PLD1,PLD2,PXDC1,PXK,RPS6KC1,SGK1,SGK3,SH3PXD2B,SNX1,SNX10,SNX12,SNX13,SNX15,SNX16,SNX17,SNX19,SNX20,SNX25,SNX29,SNX3,SNX30,SNX31,SNX32,SNX33,SNX4,SNX5,SNX6,SNX7,SNX8,TLN1,TRPV1,TULP3,ZCCHC14,ZCCHC2"
"GO:0035173"	2	"histone kinase activity"	"Catalysis of the transfer of a phosphate group to a histone. Histones are any of a group of water-soluble proteins found in association with the DNA of eukaroytic chromosomes."	"BAZ1B,CDK1"
"GO:0035174"	3	"histone serine kinase activity"	"Catalysis of the transfer of a phosphate group to a serine residue of a histone. Histones are any of a group of water-soluble proteins found in association with the DNA of eukaroytic  chromosomes."	"AURKB,PRKAA1,PRKAA2"
"GO:0035175"	1	"histone kinase activity (H3-S10 specific)"	"Catalysis of the transfer of a phosphate group to the serine-10 residue of the N-terminal tail of histone H3."	"VRK1"
"GO:0035197"	9	"siRNA binding"	"Interacting selectively and non-covalently with a small interfering RNA, a 21-23 nucleotide RNA that is processed from double stranded RNA (dsRNA) by an RNAse enzyme."	"AGO2,DHX9,DICER1,FMR1,MBD2,MECP2,TARBP2,TLR7,TLR9"
"GO:0035198"	21	"miRNA binding"	"Interacting selectively and non-covalently with a microRNA, a 21-23 nucleotide RNA that is processed from a stem-loop RNA precursor (pre-miRNA) that is encoded within plant and animal genomes."	"AGO1,AGO2,AGO3,AGO4,DDX21,FMR1,HNRNPA1,LIN28A,PNPT1,PUM1,PUM2,RBM10,RC3H1,SOX4,TARBP2,TRIM71,TUT4,TUT7,ZC3H12A,ZC3H7B,ZNF346"
"GO:0035240"	3	"dopamine binding"	"Interacting selectively and non-covalently with dopamine, a catecholamine neurotransmitter formed by aromatic-L-amino-acid decarboxylase from 3,4-dihydroxy-L-phenylalanine."	"DRD2,GPR143,SLC6A3"
"GO:0035241"	2	"protein-arginine omega-N monomethyltransferase activity"	"Catalysis of the addition of a methyl group to either of the unmethylated terminal nitrogen atoms (also called omega nitrogen) in peptidyl-arginine to form an omega-N-G-monomethylated arginine residue.  The reaction is S-adenosyl-L-methionine + [protein]-L-arginine = S-adenosyl-L-homocysteine + [protein]-Nomega-methyl-L-arginine."	"PRMT6,PRMT8"
"GO:0035242"	3	"protein-arginine omega-N asymmetric methyltransferase activity"	"Catalysis of the addition of a second methyl group to methylated peptidyl-arginine. Methylation is on the same terminal nitrogen (omega nitrogen) residue that was previously methylated, resulting in asymmetrical peptidyl-N(omega),N(omega)-dimethylated arginine residues."	"CARM1,PRMT6,PRMT8"
"GO:0035243"	3	"protein-arginine omega-N symmetric methyltransferase activity"	"Catalysis of the addition of a second methyl group to methylated peptidyl-arginine. Methylation is on the terminal nitrogen (omega nitrogen) residue that is not already methylated, resulting in symmetrical peptidyl-N(omega),N'(omega)-dimethyled arginine residues."	"PRMT5,PRMT7,PRMT9"
"GO:0035248"	1	"alpha-1,4-N-acetylgalactosaminyltransferase activity"	"Catalysis of the transfer of an N-acetylgalactosaminyl residue from UDP-N-acetyl-galactosamine to an acceptor molecule, forming an alpha-1,4 linkage."	"EXTL2"
"GO:0035251"	3	"UDP-glucosyltransferase activity"	"Catalysis of the transfer of a glucosyl group from UDP-glucose to an acceptor molecule."	"POGLUT1,POGLUT2,POGLUT3"
"GO:0035252"	3	"UDP-xylosyltransferase activity"	"Catalysis of the transfer of a xylosyl group from UDP-xylose to an acceptor molecule."	"POGLUT1,POGLUT2,POGLUT3"
"GO:0035254"	2	"glutamate receptor binding"	"Interacting selectively and non-covalently with a glutamate receptor."	"PLCG1,RASGRF1"
"GO:0035255"	7	"ionotropic glutamate receptor binding"	"Interacting selectively and non-covalently with an ionotropic glutamate receptor. Ionotropic glutamate receptors bind glutamate and exert an effect through the regulation of ion channels."	"CDK5R1,DLG4,IGSF11,NETO2,NSF,SHISA7,SQSTM1"
"GO:0035259"	5	"glucocorticoid receptor binding"	"Interacting selectively and non-covalently with a glucocorticoid receptor."	"GRIP1,SMAD3,STAT5B,TACC1,YWHAH"
"GO:0035276"	2	"ethanol binding"	"Interacting selectively and non-covalently with ethanol, CH(3)-CH(2)-OH."	"ADH4,PRKCE"
"GO:0035325"	5	"Toll-like receptor binding"	"Interacting selectively and non-covalently with a Toll-like protein, a pattern recognition receptor that binds pattern motifs from a variety of microbial sources to initiate an innate immune response."	"CD36,SYK,TLR2,TOLLIP,UNC93B1"
"GO:0035368"	3	"selenocysteine insertion sequence binding"	"Interacting selectively and non-covalently with the selenocysteine insertion sequence (SECIS), a regulatory sequence within mRNA which directs incorporation of a selenocysteine at a stop codon (UGA) during translation."	"EEFSEC,SECISBP2,SECISBP2L"
"GO:0035373"	1	"chondroitin sulfate proteoglycan binding"	"Interacting selectively and non-covalently with a chondroitin sulfate proteoglycan, any proteoglycan containing chondroitin sulfate as the glycosaminoglycan carbohydrate unit."	"PTPRF"
"GO:0035374"	5	"chondroitin sulfate binding"	"Interacting selectively and non-covalently with chondroitin sulfate, a glycosaminoglycan made up of two alternating monosaccharides: D-glucuronic acid (GlcA) and N-acetyl-D-galactosamine (GalNAc)."	"ADGRE2,DPYSL3,PTPRS,RTN4R,RTN4RL1"
"GO:0035379"	1	"carbon dioxide transmembrane transporter activity"	"Enables the transfer of carbon dioxide (CO2) from one side of a membrane to the other."	"AQP1"
"GO:0035401"	1	"histone kinase activity (H3-Y41 specific)"	"Catalysis of the transfer of a phosphate group to the tyrosine-41 residue of histone H3."	"JAK2"
"GO:0035402"	2	"histone kinase activity (H3-T11 specific)"	"Catalysis of the transfer of a phosphate group to the threonine-11 residue of the N-terminal tail of histone H3."	"CHEK1,PKN1"
"GO:0035403"	2	"histone kinase activity (H3-T6 specific)"	"Catalysis of the transfer of a phosphate group to the threonine-6 residue of the N-terminal tail of histone H3."	"PRKCA,PRKCB"
"GO:0035472"	1	"choriogonadotropin hormone receptor activity"	"Combining with the choriogonadotropin hormone to initiate a change in cell activity."	"LHCGR"
"GO:0035473"	3	"lipase binding"	"Interacting selectively and non-covalently with any lipase."	"APOA5,APOB,PLIN5"
