"id"	"geneNum"	"description"	"gene"
"cfa04722"	114	"Neurotrophin signaling pathway"	"ABL1,AKT1,AKT2,AKT3,ARHGDIA,ARHGDIB,ARHGDIG,ATF4,BAD,BAX,BCL2,BDNF,BEX3,BRAF,CALM1,CALM2,CALM3,CALML4,CALML5,CALML6,CAMK2A,CAMK2B,CAMK2D,CAMK2G,CAMK4,CDC42,CRK,CRKL,FASLG,FOXO3,FRS2,GAB1,GRB2,GSK3B,HRAS,IKBKB,IRAK1,IRAK2,IRAK3,IRAK4,IRS1,JUN,KIDINS220,KRAS,MAGED1,MAP2K1,MAP2K2,MAP2K5,MAP2K7,MAP3K1,MAP3K3,MAP3K5,MAPK1,MAPK10,MAPK11,MAPK12,MAPK13,MAPK14,MAPK3,MAPK7,MAPK8,MAPK9,MAPKAPK2,MATK,NFKB1,NFKBIA,NFKBIB,NFKBIE,NGF,NGFR,NRAS,NTF3,NTRK1,NTRK2,NTRK3,PDPK1,PIK3CA,PIK3CB,PIK3CD,PIK3R1,PIK3R2,PLCG1,PLCG2,PRDM4,PRKCD,PSEN1,PSEN2,PTPN11,RAC1,RAF1,RAP1A,RAP1B,RAPGEF1,RELA,RHOA,RIPK2,RPS6KA1,RPS6KA2,RPS6KA5,RPS6KA6,SH2B1,SH2B2,SH2B3,SHC1,SHC2,SHC3,SHC4,SORT1,SOS2,TP53,TP73,TRAF6,YWHAE,ZNF274"
"cfa04723"	145	"Retrograde endocannabinoid signaling"	"ABHD6,ADCY1,ADCY2,ADCY3,ADCY4,ADCY5,ADCY6,ADCY7,ADCY8,ADCY9,CACNA1A,CACNA1B,CACNA1C,CACNA1D,CACNA1F,CACNA1S,CNR1,DAGLA,DAGLB,FAAH,GABRA1,GABRA2,GABRA3,GABRA4,GABRA5,GABRA6,GABRB1,GABRB2,GABRB3,GABRD,GABRE,GABRG1,GABRG2,GABRG3,GABRP,GABRQ,GABRR1,GABRR2,GABRR3,GNAI1,GNAI2,GNAI3,GNAO1,GNAQ,GNB1,GNB2,GNB3,GNB4,GNB5,GNG10,GNG11,GNG12,GNG13,GNG14,GNG2,GNG3,GNG4,GNG5,GNG7,GNG8,GNGT1,GNGT2,GRIA1,GRIA2,GRIA3,GRIA4,GRM1,GRM5,ITPR1,ITPR2,ITPR3,KCNJ3,KCNJ5,KCNJ6,KCNJ9,MAPK1,MAPK10,MAPK11,MAPK12,MAPK13,MAPK14,MAPK3,MAPK8,MAPK9,MGLL,NAPEPLD,ND1,ND2,ND3,ND4,ND4L,ND5,ND6,NDUFA1,NDUFA10,NDUFA11,NDUFA12,NDUFA13,NDUFA2,NDUFA4,NDUFA4L2,NDUFA5,NDUFA6,NDUFA7,NDUFA8,NDUFA9,NDUFAB1,NDUFB10,NDUFB11,NDUFB2,NDUFB3,NDUFB4,NDUFB5,NDUFB6,NDUFB7,NDUFB8,NDUFB9,NDUFC1,NDUFC2,NDUFS1,NDUFS2,NDUFS3,NDUFS4,NDUFS5,NDUFS6,NDUFS7,NDUFS8,NDUFV1,NDUFV2,NDUFV3,PLCB1,PLCB2,PLCB3,PLCB4,PRKACA,PRKACB,PRKCA,PRKCB,PRKCG,PTGS2,RIMS1,SLC17A6,SLC17A7,SLC17A8,SLC32A1"
"cfa04724"	111	"Glutamatergic synapse"	"ADCY1,ADCY2,ADCY3,ADCY4,ADCY5,ADCY6,ADCY7,ADCY8,ADCY9,CACNA1A,CACNA1C,CACNA1D,DLG4,DLGAP1,GLS,GLS2,GLUL,GNAI1,GNAI2,GNAI3,GNAO1,GNAQ,GNAS,GNB1,GNB2,GNB3,GNB4,GNB5,GNG10,GNG11,GNG12,GNG13,GNG14,GNG2,GNG3,GNG4,GNG5,GNG7,GNG8,GNGT1,GNGT2,GRIA1,GRIA2,GRIA3,GRIA4,GRIK1,GRIK2,GRIK3,GRIK4,GRIK5,GRIN1,GRIN2A,GRIN2B,GRIN2C,GRIN2D,GRIN3A,GRIN3B,GRK2,GRK3,GRM1,GRM2,GRM3,GRM4,GRM5,GRM6,GRM7,GRM8,HOMER1,HOMER3,ITPR1,ITPR2,ITPR3,KCNJ3,MAPK1,MAPK3,PLA2G4A,PLA2G4B,PLA2G4D,PLA2G4E,PLA2G4F,PLCB1,PLCB2,PLCB3,PLCB4,PLD1,PLD2,PPP3CA,PPP3CB,PPP3CC,PPP3R1,PPP3R2,PRKACA,PRKACB,PRKCA,PRKCB,PRKCG,SHANK1,SHANK2,SHANK3,SLC17A6,SLC17A7,SLC17A8,SLC1A1,SLC1A2,SLC1A3,SLC1A6,SLC1A7,SLC38A1,SLC38A2,SLC38A3,TRPC1"
"cfa04725"	111	"Cholinergic synapse"	"ACHE,ADCY1,ADCY2,ADCY3,ADCY4,ADCY5,ADCY6,ADCY7,ADCY8,ADCY9,AKT1,AKT2,AKT3,ATF4,BCL2,CACNA1A,CACNA1B,CACNA1C,CACNA1D,CACNA1F,CACNA1S,CAMK2A,CAMK2B,CAMK2D,CAMK2G,CAMK4,CHAT,CHRM1,CHRM2,CHRM3,CHRM4,CHRM5,CHRNA3,CHRNA4,CHRNA6,CHRNA7,CHRNB2,CHRNB4,CREB1,CREB3,CREB3L1,CREB3L2,CREB3L3,CREB3L4,CREB5,FOS,FYN,GNA11,GNAI1,GNAI2,GNAI3,GNAO1,GNAQ,GNB1,GNB2,GNB3,GNB4,GNB5,GNG10,GNG11,GNG12,GNG13,GNG14,GNG2,GNG3,GNG4,GNG5,GNG7,GNG8,GNGT1,GNGT2,HRAS,ITPR1,ITPR2,ITPR3,JAK2,KCNJ12,KCNJ14,KCNJ2,KCNJ3,KCNJ4,KCNJ6,KCNQ1,KCNQ2,KCNQ3,KCNQ4,KCNQ5,KRAS,MAP2K1,MAPK1,MAPK3,NRAS,PIK3CA,PIK3CB,PIK3CD,PIK3CG,PIK3R1,PIK3R2,PIK3R5,PIK3R6,PLCB1,PLCB2,PLCB3,PLCB4,PRKACA,PRKACB,PRKCA,PRKCB,PRKCG,SLC18A3,SLC5A7"
"cfa04726"	105	"Serotonergic synapse"	"ADCY5,ALOX12,ALOX12B,ALOX15,ALOX15B,ALOX5,APP,ARAF,BRAF,CACNA1A,CACNA1B,CACNA1C,CACNA1D,CACNA1F,CACNA1S,CASP3,CYP2C18,CYP2D15,CYP2J2,CYP4X1,DDC,DUSP1,GABRB1,GABRB2,GABRB3,GNAI1,GNAI2,GNAI3,GNAO1,GNAQ,GNAS,GNB1,GNB2,GNB3,GNB4,GNB5,GNG10,GNG11,GNG12,GNG13,GNG14,GNG2,GNG3,GNG4,GNG5,GNG7,GNG8,GNGT1,GNGT2,HRAS,HTR1A,HTR1B,HTR1D,HTR1E,HTR1F,HTR2A,HTR2B,HTR2C,HTR3A,HTR3B,HTR3C,HTR4,HTR5A,HTR6,HTR7,ITPR1,ITPR2,ITPR3,KCND2,KCNJ3,KCNJ5,KCNJ6,KCNJ9,KCNN2,KRAS,MAOA,MAOB,MAP2K1,MAPK1,MAPK3,NRAS,PLA2G4A,PLA2G4B,PLA2G4D,PLA2G4E,PLA2G4F,PLCB1,PLCB2,PLCB3,PLCB4,PRKACA,PRKACB,PRKCA,PRKCB,PRKCG,PTGS1,PTGS2,RAF1,RAPGEF3,SLC18A1,SLC18A2,SLC6A4,TPH1,TPH2,TRPC1"
"cfa04727"	89	"GABAergic synapse"	"ABAT,ADCY1,ADCY2,ADCY3,ADCY4,ADCY5,ADCY6,ADCY7,ADCY8,ADCY9,CACNA1A,CACNA1B,CACNA1C,CACNA1D,CACNA1F,CACNA1S,GABARAP,GABARAPL1,GABARAPL2,GABBR1,GABBR2,GABRA1,GABRA2,GABRA3,GABRA4,GABRA5,GABRA6,GABRB1,GABRB2,GABRB3,GABRD,GABRE,GABRG1,GABRG2,GABRG3,GABRP,GABRQ,GABRR1,GABRR2,GABRR3,GAD1,GAD2,GLS,GLS2,GLUL,GNAI1,GNAI2,GNAI3,GNAO1,GNB1,GNB2,GNB3,GNB4,GNB5,GNG10,GNG11,GNG12,GNG13,GNG14,GNG2,GNG3,GNG4,GNG5,GNG7,GNG8,GNGT1,GNGT2,GPHN,HAP1,KCNJ6,NSF,PLCL1,PRKACA,PRKACB,PRKCA,PRKCB,PRKCG,SLC12A5,SLC32A1,SLC38A1,SLC38A2,SLC38A3,SLC38A5,SLC6A1,SLC6A11,SLC6A12,SLC6A13,SRC,TRAK2"
"cfa04728"	130	"Dopaminergic synapse"	"ADCY5,AKT1,AKT2,AKT3,ARNTL,ARRB1,ARRB2,ATF2,ATF4,ATF6B,CACNA1A,CACNA1B,CACNA1C,CACNA1D,CALM1,CALM2,CALM3,CALML4,CALML5,CALML6,CALY,CAMK2A,CAMK2B,CAMK2D,CAMK2G,CLOCK,COMT,CREB1,CREB3,CREB3L1,CREB3L2,CREB3L3,CREB3L4,CREB5,DDC,DRD1,DRD2,DRD3,DRD4,DRD5,FOS,GNAI1,GNAI2,GNAI3,GNAL,GNAO1,GNAQ,GNAS,GNB1,GNB2,GNB3,GNB4,GNB5,GNG10,GNG11,GNG12,GNG13,GNG14,GNG2,GNG3,GNG4,GNG5,GNG7,GNG8,GNGT1,GNGT2,GRIA1,GRIA2,GRIA3,GRIA4,GRIN2A,GRIN2B,GSK3A,GSK3B,ITPR1,ITPR2,ITPR3,KCNJ3,KCNJ5,KCNJ6,KCNJ9,KIF5A,KIF5B,KIF5C,MAOA,MAOB,MAPK10,MAPK11,MAPK12,MAPK13,MAPK14,MAPK8,MAPK9,PLCB1,PLCB2,PLCB3,PLCB4,PPP1CA,PPP1CB,PPP1CC,PPP1R1B,PPP2CA,PPP2CB,PPP2R1A,PPP2R1B,PPP2R2A,PPP2R2B,PPP2R2C,PPP2R2D,PPP2R3A,PPP2R3B,PPP2R3C,PPP2R5A,PPP2R5B,PPP2R5C,PPP2R5D,PPP2R5E,PPP3CA,PPP3CB,PPP3CC,PRKACA,PRKACB,PRKCA,PRKCB,PRKCG,SCN1A,SLC18A1,SLC18A2,SLC6A3,TH"
"cfa04730"	58	"Long-term depression"	"ARAF,BRAF,CACNA1A,CRH,CRHR1,GNA11,GNA12,GNA13,GNAI1,GNAI2,GNAI3,GNAO1,GNAQ,GNAS,GNAZ,GRIA1,GRIA2,GRIA3,GRID2,GRM1,GUCY1A1,GUCY1A2,GUCY1B1,HRAS,IGF1,IGF1R,ITPR1,ITPR2,ITPR3,KRAS,LYN,MAP2K1,MAP2K2,MAPK1,MAPK3,NOS1,NRAS,PLA2G4A,PLA2G4B,PLA2G4D,PLA2G4E,PLA2G4F,PLCB1,PLCB2,PLCB3,PLCB4,PPP1R17,PPP2CA,PPP2CB,PPP2R1A,PPP2R1B,PRKCA,PRKCB,PRKCG,PRKG1,PRKG2,RAF1,RYR1"
"cfa04740"	666	"Olfactory transduction"	"ADCY3,ANO2,ARRB1,ARRB2,CALM1,CALM2,CALM3,CALML4,CALML5,CALML6,CAMK2A,CAMK2B,CAMK2D,CAMK2G,CNGA2,CNGA3,CNGA4,CNGB1,GNAL,GNB1,GNG13,GNG7,GRK2,GRK3,GUCY2D,NCALD,OR10A3,OR10A3E,OR10A5,OR10A5D,OR10A5F,OR10A6,OR10A7,OR10AA2,OR10AA5,OR10AB2,OR10AB3,OR10AC1,OR10AG1,OR10AG63,OR10AG64,OR10AG65,OR10AG66,OR10AG68,OR10AH1,OR10AI1,OR10C1,OR10D1K,OR10D4,OR10D5,OR10D5B,OR10G6,OR10G9,OR10G9C,OR10H1,OR10H1E,OR10H2,OR10H4D,OR10H5B,OR10J14,OR10J2,OR10J4,OR10J5,OR10K2,OR10N1,OR10Q1,OR10Q2,OR10R3C,OR10S1,OR10T1,OR10T2,OR10V1,OR10V10,OR10V4,OR10V5,OR10W1,OR10X1,OR10Z1,OR11G11,OR11G2,OR11G2B,OR11G5,OR11G7,OR11G9,OR11H12,OR11H6,OR11H7,OR11I1,OR11J4,OR11J6,OR11K2,OR12J1,OR13A1,OR13C1,OR13C11B,OR13C11C,OR13C2,OR13C2B,OR13C3,OR13C4,OR13C7F,OR13C7G,OR13C7H,OR13C7I,OR13C8,OR13D1,OR13D1B,OR13D2,OR13D3,OR13E1,OR13F1,OR13F1B,OR13G1,OR13J1,OR13L2,OR13P3,OR13P4,OR13P5,OR14I2,OR14J1,OR1A1,OR1AB2,OR1AD1,OR1AE1,OR1AF1,OR1D6,OR1E1,OR1F15,OR1I1,OR1K1,OR1L6,OR1L8,OR1M1,OR1M1B,OR1P1,OR1R1,OR1X2,OR2A5,OR2A58,OR2A7,OR2A9,OR2A9B,OR2AD2,OR2AE1,OR2AG1,OR2AG1C,OR2AG1D,OR2AH1,OR2AH1B,OR2AI2,OR2AJ7,OR2AK3,OR2AT2,OR2AT2B,OR2AV1,OR2AV11,OR2AV12,OR2AV2,OR2AX2,OR2AZ1,OR2B11,OR2B7,OR2B8,OR2C1,OR2C3,OR2D2C,OR2D3,OR2D37,OR2D3E,OR2D3G,OR2D3H,OR2D4,OR2F1D,OR2F2,OR2G6,OR2H10,OR2K2,OR2L17,OR2L3,OR2L3B,OR2L5,OR2L5C,OR2M9,OR2Q1,OR2Q2,OR2R1,OR2T1,OR2T11,OR2T13,OR2T15,OR2T2,OR2T20,OR2T22,OR2T24,OR2T26,OR2T27,OR2T4B,OR2T4C,OR2T4D,OR2T4G,OR2T6,OR2V1,OR2W1,OR2W11,OR2W3,OR2Z1,OR2Z2,OR2Z3,OR3A1,OR3A10,OR3A1H,OR3A2,OR4A15,OR4A2,OR4A27,OR4A39,OR4A40,OR4A47,OR4A47B,OR4A47C,OR4A47D,OR4A82,OR4B1E,OR4B1F,OR4C1,OR4C10F,OR4C11,OR4C11D,OR4C11H,OR4C11I,OR4C136,OR4C139,OR4C15,OR4C29,OR4C59,OR4D1,OR4D11,OR4D2,OR4D2C,OR4D5,OR4D6,OR4D9,OR4D9B,OR4D9C,OR4D9D,OR4E1,OR4F25,OR4F34,OR4F63,OR4G10,OR4G11,OR4G18,OR4G8,OR4G9,OR4H12,OR4H12B,OR4K1,OR4K15,OR4K2,OR4K5B,OR4K6,OR4L1,OR4N2,OR4N2B,OR4N5,OR4P11,OR4P32,OR4P4,OR4P6,OR4P7,OR4Q2,OR4Q3,OR4S1B,OR4S2,OR4S7,OR4X2,OR51A1,OR51A10,OR51A18,OR51A21,OR51A24,OR51A25,OR51A4,OR51A6,OR51A8,OR51AA2,OR51AB4,OR51AC4,OR51AG3,OR51AI5,OR51AJ4,OR51B10,OR51B18,OR51B5,OR51B9,OR51E1,OR51E2,OR51F1,OR51F23,OR51G1,OR51G2,OR51G4,OR51H1,OR51H2,OR51H5,OR51K1,OR51K2,OR51K7,OR51L1,OR51L2,OR51L4,OR51L5,OR51M1,OR51P1,OR51Q1F,OR51R1,OR51S1,OR51T1,OR51V1B,OR51V21,OR51V22,OR52A1,OR52A16,OR52A18,OR52A5,OR52A5C,OR52A6,OR52AB2,OR52AB3,OR52AB4,OR52AC1,OR52AD1,OR52AE1,OR52B2,OR52B4,OR52D3,OR52E1,OR52E2,OR52E22,OR52E2B,OR52E4,OR52E4B,OR52E5,OR52E7,OR52E8,OR52E8C,OR52H1,OR52H1B,OR52H1C,OR52H2,OR52H4,OR52H7,OR52H9,OR52I1,OR52J1,OR52J3,OR52J8,OR52K1,OR52K1B,OR52L1,OR52L2,OR52M2,OR52N2,OR52N2G,OR52N4,OR52N4F,OR52N4G,OR52N4K,OR52P1,OR52P2,OR52R1,OR52S1,OR52S2,OR52U1,OR52U1C,OR52V2,OR52W1,OR52X1,OR52X3,OR52Z1,OR55B1,OR56A1,OR56A12,OR56A1B,OR56A3,OR56A3D,OR56A3E,OR56A4,OR56A4B,OR56A4C,OR56A9,OR56B1,OR56B2,OR56B2C,OR56B2D,OR56B6,OR5A1,OR5A2,OR5A3,OR5AC1,OR5AC26,OR5AC27,OR5AK6,OR5AK7,OR5AK8,OR5AL1,OR5AL2,OR5AN2,OR5AN6,OR5AP2,OR5AQ1,OR5AR1,OR5AS1,OR5AZ2,OR5B12,OR5B2,OR5B21,OR5B24,OR5B2B,OR5B3,OR5B31,OR5B32,OR5B33,OR5B35,OR5B3B,OR5BA1,OR5BH3,OR5C1,OR5D14,OR5D15,OR5D17,OR5D18,OR5D3,OR5E1,OR5F2,OR5G1,OR5G1B,OR5G3,OR5G5,OR5H11,OR5H12,OR5H13,OR5H16,OR5H9,OR5I1B,OR5J1,OR5J2,OR5J2B,OR5K1,OR5K4,OR5K5,OR5L1,OR5L1B,OR5L1C,OR5M10,OR5M12,OR5M13,OR5M3,OR5M3C,OR5M5,OR5M8,OR5M9,OR5P4,OR5P5,OR5P6,OR5T1,OR5T1B,OR5T2,OR5T2B,OR5T8,OR5W1,OR5W2,OR5W2B,OR5W6,OR5W7,OR6A2,OR6AA6,OR6AA7,OR6AE1,OR6B1,OR6B2,OR6B2C,OR6B6,OR6B9,OR6C1,OR6C17,OR6C22,OR6C27,OR6C2G,OR6C33,OR6C38,OR6C3I,OR6C4,OR6C42,OR6C4B,OR6C53,OR6C6,OR6C63,OR6C69,OR6C69G,OR6C6J,OR6C6K,OR6C74,OR6C75,OR6C75D,OR6C83,OR6C87,OR6C89,OR6D5,OR6D6,OR6D7,OR6E1,OR6F1,OR6K2,OR6K4,OR6K5,OR6K8,OR6M1,OR6M2,OR6M2B,OR6M6,OR6N1,OR6N2,OR6P1,OR6Q1,OR6S1,OR6X1,OR6Z1,OR6Z2,OR6Z3,OR7A17,OR7A23,OR7A26,OR7A29,OR7A45,OR7A51,OR7A52,OR7A53,OR7A54,OR7A55,OR7A56,OR7A57,OR7A58,OR7A60,OR7A61,OR7A62,OR7A63,OR7A64,OR7A65,OR7A66,OR7A67,OR7A68,OR7A69,OR7A70,OR7A71,OR7A73,OR7A74,OR7C1,OR7C19,OR7C1B,OR7C2,OR7D2,OR7D4,OR7D7,OR7E153,OR7E154,OR7E181,OR7E24,OR7G10,OR7G13,OR7G14,OR7G3,OR7G5,OR7G6,OR7G7,OR7G8,OR7G9,OR7H3,OR7R1,OR8A1,OR8AP1,OR8B1,OR8B100,OR8B12,OR8B1J,OR8B1K,OR8B1L,OR8B1M,OR8B1N,OR8B1O,OR8B3,OR8B4,OR8B58,OR8B60,OR8B8,OR8B9,OR8BJ4,OR8C7,OR8D4,OR8D6,OR8G3,OR8G6,OR8H4,OR8J2B,OR8J2C,OR8J3,OR8K1,OR8K5,OR8K54,OR8K7,OR8K71,OR8K86,OR8S1,OR8S10,OR8S12,OR8S13,OR8S15,OR8S2,OR8S3,OR8S7,OR8S9,OR8U10,OR8U3,OR8U8,OR8U9,OR9A4,OR9A7,OR9G1,OR9G10,OR9G3,OR9G4,OR9I1,OR9I2,OR9K1,OR9K2,OR9K2C,OR9K2D,OR9K7,OR9M1,OR9Q3,OR9Q4,OR9R5,OR9R6,OR9S12,OR9S16,OR9S19,OR9S20,OR9S22,OR9S25,OR9S26,OR9S3,OR9S5,OR9S6,PDE1A,PDE1B,PDE1C,PDE2A,PRKACA,PRKACB,PRKG1,PRKG2,RGS2,SLC24A4,SLC8A1,SLC8A2,SLC8A3"
"cfa04742"	75	"Taste transduction"	"ADCY4,ADCY6,ADCY8,ASIC2,CACNA1A,CACNA1C,CAFA-T2R12,CAFA-T2R2,CAFA-T2R43,CAFA-T2R67,CALHM1,CHRM3,GABBR1,GABBR2,GABRA1,GABRA2,GABRA3,GABRA4,GABRA5,GABRA6,GNAT3,GNB3,GNG13,GRM1,GRM4,HCN4,HTR1A,HTR1B,HTR1D,HTR1E,HTR1F,HTR3A,HTR3B,HTR3C,ITPR3,KCNK5,P2RX2,P2RX3,P2RY1,P2RY4,PDE1A,PDE1B,PDE1C,PKD1L3,PKD2L1,PLCB1,PLCB2,PLCB3,PLCB4,PRKACA,PRKACB,SCN2A,SCN3A,SCN9A,SCNN1A,SCNN1B,SCNN1G,TAS1R1,TAS1R2,TAS1R3,TAS2R1,TAS2R10,TAS2R3,TAS2R38,TAS2R39,TAS2R4,TAS2R40,TAS2R41,TAS2R42,TAS2R5,TAS2R60,TAS2R7,TAS2R8,TAS2R9,TRPM5"
"cfa04744"	27	"Phototransduction"	"CALM1,CALM2,CALM3,CALML4,CALML5,CALML6,CNGA1,CNGB1,GNAT1,GNAT2,GNB1,GNGT1,GRK1,GRK7,GUCA1A,GUCA1B,GUCA1C,GUCY2D,GUCY2F,PDE6A,PDE6B,PDE6G,RCVRN,RGS9,RHO,SAG,SLC24A1"
"cfa04750"	96	"Inflammatory mediator regulation of TRP channels"	"ADCY1,ADCY2,ADCY3,ADCY4,ADCY5,ADCY6,ADCY7,ADCY8,ADCY9,ALOX12,ASIC1,ASIC2,ASIC3,ASIC4,ASIC5,BDKRB1,BDKRB2,CALM1,CALM2,CALM3,CALML4,CALML5,CALML6,CAMK2A,CAMK2B,CAMK2D,CAMK2G,CYP2C18,CYP2J2,CYP4A11,CYP4A38,F2RL1,GNAQ,GNAS,HRH1,HTR2A,HTR2B,HTR2C,IGF1,IL1B,IL1R1,IL1RAP,ITPR1,ITPR2,ITPR3,KNG1,MAP2K3,MAP2K6,MAPK10,MAPK11,MAPK12,MAPK13,MAPK14,MAPK8,MAPK9,NGF,NTRK1,P2RY2,PIK3CA,PIK3CB,PIK3CD,PIK3R1,PIK3R2,PLA2G4A,PLA2G4B,PLA2G4D,PLA2G4E,PLA2G4F,PLA2G6,PLCB1,PLCB2,PLCB3,PLCB4,PLCG1,PLCG2,PPP1CA,PPP1CB,PPP1CC,PRKACA,PRKACB,PRKCA,PRKCB,PRKCD,PRKCE,PRKCG,PRKCH,PRKCQ,PTGER2,PTGER4,SRC,TRPA1,TRPM8,TRPV1,TRPV2,TRPV3,TRPV4"
"cfa04810"	222	"Regulation of actin cytoskeleton"	"ABI2,ACTB,ACTG1,ACTN1,ACTN4,ACTR2,ACTR3,ACTR3B,AKT1,AKT2,AKT3,APC,APC2,ARAF,ARHGAP35,ARHGEF1,ARHGEF12,ARHGEF4,ARHGEF6,ARHGEF7,ARPC1A,ARPC1B,ARPC2,ARPC3,ARPC4,ARPC5,ARPC5L,BAIAP2,BCAR1,BDKRB1,BDKRB2,BRAF,BRK1,C5,C6,C7,C8A,C8B,C8G,C9,CDC42,CFL1,CFL2,CHRM1,CHRM2,CHRM3,CHRM4,CHRM5,CRK,CRKL,CXCL12,CYFIP1,CYFIP2,DIAPH1,DIAPH2,DIAPH3,DOCK1,EGF,EGFR,ENAH,EZR,F2,F2R,FGD1,FGD3,FGF1,FGF10,FGF16,FGF17,FGF18,FGF19,FGF2,FGF20,FGF21,FGF22,FGF23,FGF3,FGF4,FGF5,FGF6,FGF7,FGF8,FGF9,FGFR1,FGFR2,FGFR3,FGFR4,FN1,GIT1,GNA12,GNA13,GNG12,GNG14,GSN,HRAS,INS,INSRR,IQGAP1,IQGAP2,IQGAP3,ITGA1,ITGA10,ITGA11,ITGA2,ITGA2B,ITGA3,ITGA4,ITGA5,ITGA6,ITGA7,ITGA8,ITGA9,ITGAD,ITGAE,ITGAL,ITGAM,ITGAV,ITGAX,ITGB1,ITGB2,ITGB3,ITGB4,ITGB5,ITGB6,ITGB7,ITGB8,KNG1,KRAS,LIMK1,LIMK2,LPAR1,LPAR2,LPAR4,LPAR5,MAP2K1,MAP2K2,MAPK1,MAPK3,MOS,MRAS,MSN,MYH10,MYH11,MYH14,MYH9,MYL10,MYL12B,MYL2,MYL5,MYL7,MYL9,MYLK,MYLK2,MYLK3,MYLPF,NCKAP1,NCKAP1L,NRAS,PAK1,PAK2,PAK3,PAK4,PAK5,PAK6,PDGFA,PDGFB,PDGFC,PDGFD,PDGFRA,PDGFRB,PFN1,PFN2,PFN3,PFN4,PIK3CA,PIK3CB,PIK3CD,PIK3R1,PIK3R2,PIKFYVE,PIP4K2A,PIP4K2B,PIP4K2C,PIP5K1A,PIP5K1B,PIP5K1C,PPP1CA,PPP1CB,PPP1CC,PPP1R12A,PPP1R12B,PPP1R12C,PTK2,PXN,RAC1,RAC2,RAC3,RAF1,RDX,RGCC,RHOA,ROCK1,ROCK2,RRAS,RRAS2,SCIN,SLC9A1,SOS2,SPATA13,SRC,SSH1,SSH2,SSH3,TIAM1,TMSB4X,VAV1,VAV2,VAV3,VCL,WASF1,WASF2,WASL"
"cfa04910"	132	"Insulin signaling pathway"	"ACACA,ACACB,AKT1,AKT2,AKT3,ARAF,BAD,BRAF,CALM1,CALM2,CALM3,CALML4,CALML5,CALML6,CBL,CBLB,CRK,CRKL,EIF4E,EIF4E1B,EIF4E2,EIF4EBP1,ELK1,EXOC7,FASN,FBP1,FBP2,FLOT1,FLOT2,FOXO1,G6PC1,G6PC2,G6PC3,GCK,GRB2,GSK3B,GYS1,GYS2,HK1,HK2,HK3,HKDC1,HRAS,IKBKB,INPP5A,INPPL1,INS,INSR,IRS1,IRS2,IRS4,KRAS,LIPE,MAP2K1,MAP2K2,MAPK1,MAPK10,MAPK3,MAPK8,MAPK9,MKNK1,MKNK2,MTOR,NRAS,PCK1,PCK2,PDE3B,PDPK1,PHKA1,PHKB,PHKG1,PHKG2,PIK3CA,PIK3CB,PIK3CD,PIK3R1,PIK3R2,PKLR,PPARGC1A,PPP1CA,PPP1CB,PPP1CC,PPP1R3A,PPP1R3B,PPP1R3C,PPP1R3D,PPP1R3E,PPP1R3F,PRKAA1,PRKAA2,PRKAB1,PRKAB2,PRKACA,PRKACB,PRKAG1,PRKAG2,PRKAG3,PRKAR1A,PRKAR1B,PRKAR2A,PRKAR2B,PRKCI,PRKCZ,PTPN1,PTPRF,PYGB,PYGL,PYGM,RAF1,RAPGEF1,RHEB,RHOQ,RPS6,RPS6KB1,RPS6KB2,RPTOR,SH2B2,SHC1,SHC2,SHC3,SHC4,SLC2A4,SOCS1,SOCS2,SOCS3,SOCS4,SORBS1,SOS2,SREBF1,TRIP10,TSC1,TSC2"
"cfa04911"	83	"Insulin secretion"	"ABCC8,ADCY1,ADCY2,ADCY3,ADCY4,ADCY5,ADCY6,ADCY7,ADCY8,ADCY9,ADCYAP1,ADCYAP1R1,ATF2,ATF4,ATF6B,ATP1A1,ATP1A3,ATP1A4,ATP1B1,ATP1B2,ATP1B3,ATP1B4,CACNA1C,CACNA1D,CACNA1F,CACNA1S,CAMK2A,CAMK2B,CAMK2D,CAMK2G,CCK,CCKAR,CHRM3,CREB1,CREB3,CREB3L1,CREB3L2,CREB3L3,CREB3L4,CREB5,FFAR1,FXYD2,GCG,GCK,GIP,GLP1R,GNA11,GNAQ,GNAS,GPR119,INS,ITPR3,KCNJ11,KCNMA1,KCNMB1,KCNMB2,KCNMB3,KCNN1,KCNN2,KCNN3,KCNN4,KCNU1,PCLO,PDX1,PLCB1,PLCB2,PLCB3,PLCB4,PRKACA,PRKACB,PRKCA,PRKCB,PRKCG,RAB3A,RAPGEF4,RIMS2,RYR2,SLC2A1,SLC2A2,SNAP25,STX1A,TRPM4,VAMP2"
