"id"	"geneNum"	"description"	"definition"	"gene"
"GO:0031952"	3	"regulation of protein autophosphorylation"	"Any process that modulates the frequency, rate or extent of addition of the phosphorylation by a protein of one or more of its own residues."	"EEF2K,EPHA7,MOB1B"
"GO:0031953"	6	"negative regulation of protein autophosphorylation"	"Any process that stops, prevents or decreases the rate of the phosphorylation by a protein of one or more of its own residues."	"ENG,ENPP1,ERRFI1,IMPACT,MVP,PTPRC"
"GO:0031954"	12	"positive regulation of protein autophosphorylation"	"Any process that activates or increases the frequency, rate or extent of the phosphorylation by a protein of one or more of its own residues."	"DDX3X,GPNMB,MRE11,NBN,NEK10,PDGFB,RAP2A,RAP2B,RAP2C,TNKS1BP1,TOM1L1,VEGFA"
"GO:0031960"	1	"response to corticosteroid"	"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a corticosteroid hormone stimulus. A corticosteroid is a steroid hormone that is produced in the adrenal cortex. Corticosteroids are involved in a wide range of physiologic systems such as stress response, immune response and regulation of inflammation, carbohydrate metabolism, protein catabolism, blood electrolyte levels, and behavior. They include glucocorticoids and mineralocorticoids."	"SOX30"
"GO:0031987"	5	"locomotion involved in locomotory behavior"	"Self-propelled movement of a cell or organism from one location to another in a behavioral context; the aspect of locomotory behavior having to do with movement."	"CLN6,FZD4,GPR37,PPP3CB,RCAN1"
"GO:0031989"	2	"bombesin receptor signaling pathway"	"The series of molecular signals generated as a consequence of a bombesin receptor binding to one of its physiological ligands."	"BRS3,NMBR"
"GO:0031990"	1	"mRNA export from nucleus in response to heat stress"	"The directed movement of mRNA from the nucleus to the cytoplasm during a heat stimulus, a temperature stimulus above the optimal temperature for the organism; in particular, a process that enables an organism withstand exposure to temperatures that would otherwise lethally impair poly(A)+ mRNA-nucleus export."	"TPR"
"GO:0031998"	3	"regulation of fatty acid beta-oxidation"	"Any process that modulates the frequency, rate or extent of fatty acid bbeta-oxidation."	"ABCB11,Abcb11e,LONP2"
"GO:0031999"	4	"negative regulation of fatty acid beta-oxidation"	"Any process that stops, prevents, or reduces the frequency, rate or extent of fatty acid beta-oxidation."	"ACACB,AKT1,MFSD2A,PLIN5"
"GO:0032000"	6	"positive regulation of fatty acid beta-oxidation"	"Any process that activates or increases the frequency, rate or extent of fatty acid beta-oxidation."	"A0A5F4CDD6,ABCD1,ABCD2,AKT2,IRS2,PLIN5"
"GO:0032006"	9	"regulation of TOR signaling"	"Any process that modulates the frequency, rate or extent of TOR signaling."	"ARAF,FBXO9,GBA,GNA12,GPAT3,PKHD1,TBCK,TTI1,ZMPSTE24"
"GO:0032007"	16	"negative regulation of TOR signaling"	"Any process that stops, prevents, or reduces the frequency, rate or extent of TOR signaling."	"A0A5F4DEB7,ARNTL,DEPTOR,FLCN,FNIP1,HIF1A,MINAR1,NPRL3,PRKAA1,PRKAA2,SH3BP4,TBC1D7,TMEM127,TSC2,UBR1,UBR2"
"GO:0032008"	17	"positive regulation of TOR signaling"	"Any process that activates or increases the frequency, rate or extent of TOR signaling."	"AKT3,FLCN,FNIP1,HDAC3,LAMTOR1,LAMTOR2,LEP,LIN28A,MLST8,RELN,RHEB,RICTOR,RPTOR,SLC38A9,SMCR8,WDR24,WDR59"
"GO:0032012"	16	"regulation of ARF protein signal transduction"	"Any process that modulates the frequency, rate or extent of ARF protein signal transduction."	"ARFGEF1,ARFGEF2,ARFGEF3,CYTH1,CYTH2,CYTH3,CYTH4,FBXO8,GBF1,IQSEC1,IQSEC2,IQSEC3,PSD,PSD2,PSD3,PSD4"
"GO:0032020"	1	"ISG15-protein conjugation"	"The covalent addition to a protein of ISG15, a ubiquitin-like protein."	"UBE2L6"
"GO:0032024"	14	"positive regulation of insulin secretion"	"Any process that activates or increases the frequency, rate or extent of the regulated release of insulin."	"BLK,CAPN10,DOC2B,GCK,GHRL,GPER1,IRS2,MCU,NLGN2,PRKCE,RPH3AL,SOX4,TCF7L2,TM7SF3"
"GO:0032026"	2	"response to magnesium ion"	"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a magnesium ion stimulus."	"SNCA,THBS1"
"GO:0032042"	3	"mitochondrial DNA metabolic process"	"The chemical reactions and pathways involving mitochondrial DNA."	"POLG2,SESN2,TOP3A"
"GO:0032048"	2	"cardiolipin metabolic process"	"The chemical reactions and pathways involving cardiolipin, 1,3-bis(3-phosphatidyl)glycerol."	"MECP2,PNPLA8"
"GO:0032049"	6	"cardiolipin biosynthetic process"	"The chemical reactions and pathways resulting in the formation of cardiolipin, 1,3-bis(3-phosphatidyl)glycerol."	"PGS1,PLA2G6,PLSCR3,PTPMT1,SLC27A1,TAMM41"
"GO:0032053"	2	"ciliary basal body organization"	"A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a ciliary basal body, a short cylindrical array of microtubules and associated proteins found at the base of a eukaryotic cilium (also called flagellum)."	"CROCC,FOXJ1"
"GO:0032057"	1	"negative regulation of translational initiation in response to stress"	"Any process that stops, prevents or reduces the rate of translation initiation as a result of a stimulus indicating the organism is under stress."	"EIF2S1"
"GO:0032060"	9	"bleb assembly"	"The assembly of a bleb, a cell extension caused by localized decoupling of the cytoskeleton from the plasma membrane and characterized by rapid formation, rounded shape, and scarcity of organelles within the protrusion. Plasma membrane blebbing occurs during apoptosis and other cellular processes, including cell locomotion, cell division, and as a result of physical or chemical stresses."	"ANO6,EMP1,EMP2,EMP3,LPAR1,LPAR3,MYLK,P2RX7,PMP22"
"GO:0032075"	1	"positive regulation of nuclease activity"	"Any process that activates or increases the frequency, rate or extent of nuclease activity, the hydrolysis of ester linkages within nucleic acids."	"HMGB2"
"GO:0032076"	1	"negative regulation of deoxyribonuclease activity"	"Any process that stops or reduces the rate of deoxyribonuclease activity, the hydrolysis of ester linkages within deoxyribonucleic acid."	"DFFA"
"GO:0032077"	1	"positive regulation of deoxyribonuclease activity"	"Any process that activates or increases the frequency, rate or extent of deoxyribonuclease activity, the hydrolysis of ester linkages within deoxyribonucleic acid."	"PCNA"
"GO:0032078"	1	"negative regulation of endodeoxyribonuclease activity"	"Any process that stops or reduces the rate of endodeoxyribonuclease activity, the hydrolysis of ester linkages within deoxyribonucleic acid by creating internal breaks."	"GZMA"
"GO:0032079"	4	"positive regulation of endodeoxyribonuclease activity"	"Any process that activates or increases the frequency, rate or extent of endodeoxyribonuclease activity, the hydrolysis of ester linkages within deoxyribonucleic acid by creating internal breaks."	"AKT1,DDX11,PRKCD,RPS3"
"GO:0032088"	53	"negative regulation of NF-kappaB transcription factor activity"	"Any process that stops, prevents, or reduces the frequency, rate or extent of the activity of the transcription factor NF-kappaB."	"ADORA3,ARRB1,BRMS1,CACTIN,CAT,CD200,CDK5RAP3,CHP1,CHUK,CMKLR1,COMMD1,COMMD7,CYLD,CYP1B1,DAB2IP,DAP,DDIT3,ERBIN,FOXJ1,FOXP3,HAVCR1,IRAK1,IRAK2,IRAK3,KLF4,LRRC14,MTURN,NFKBIL1,NLRC5,NLRP3,NOD2,NWD1,OTULIN,PELI1,PIAS4,PKHD1,PRDX2,PRMT2,PTGIS,PYCARD,RBCK1,RWDD3,SETD6,SPI1,TAX1BP1,TNFAIP3,TRAIP,TRIM21,TRIM37,TUT4,UFL1,USP7,ZC3H12A"
"GO:0032091"	52	"negative regulation of protein binding"	"Any process that stops, prevents, or reduces the frequency, rate or extent of protein binding."	"ACE,AKT1,AURKB,BAG2,BAX,CAMK1,CAV1,CFHR5,CKMT1A,CTSZ,DAB2,DACT1,DDX11,DISC1,DKK1,DNAJB2,DTNBP1,DVL1,EFHB,EPB41L5,FRMD7,GNL3L,GSK3B,GTF2F1,IFIT1,IFIT2,ITGB1BP1,KDM1A,LRRK2,MAPK8,MITD1,NFATC4,PDGFB,PEX14,PIN1,PSME3IP1,RACK1,RALB,ROCK1,SLPI,SORL1,STUB1,SYMPK,TEX14,TFIP11,TMBIM6,TMC8,TTC36,USP33,WFIKKN1,WFIKKN2,XIRP1"
"GO:0032092"	52	"positive regulation of protein binding"	"Any process that activates or increases the frequency, rate or extent of protein binding."	"ACE,ADD2,AMFR,APP,ARHGEF7,BAMBI,BMP2,CAPRIN2,CAV1,CLDN5,CSF3,DACT1,DTX3L,EP300,EPB41,EPB41L5,EPHB6,FLOT1,GCG,HIP1R,HIPK2,IDE,KRIT1,LFNG,LRP1,LRRK2,MARK3,MFNG,NMD3,NPHP3,NVL,PIN1,PLXND1,PRKN,PSEN1,RALB,RAPGEF2,RFNG,RIPK2,SPAG8,SPON1,SPPL3,SPTA1,STING1,TCF7L2,TERT,TIAM1,TRIB3,TRIM21,USP33,WNT3A,WNT5A"
"GO:0032094"	8	"response to food"	"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a food stimulus; food is anything which, when taken into the body, serves to nourish or build up the tissues or to supply body heat."	"AKT1,BCL10,CCK,GH1,GHRH,GHSR,SLC25A25,TMEM135"
"GO:0032095"	3	"regulation of response to food"	"Any process that modulates the frequency, rate or extent of a response to a food stimulus."	"GHRL,MT3,PRKCG"
"GO:0032097"	1	"positive regulation of response to food"	"Any process that activates, maintains, or increases the rate of a response to a food stimulus."	"GHRL"
"GO:0032098"	6	"regulation of appetite"	"Any process which modulates appetite, the desire or physical craving for food."	"GALP,HTR2C,HTR4,POMC,SCT,SLC22A3"
"GO:0032099"	3	"negative regulation of appetite"	"Any process that reduces appetite."	"LEP,NUCB2,PPARA"
"GO:0032100"	2	"positive regulation of appetite"	"Any process that increases appetite."	"GHRL,GHSR"
"GO:0032119"	2	"sequestering of zinc ion"	"The process of binding or confining zinc ions such that they are separated from other components of a biological system."	"SLC30A7,SLC30A8"
"GO:0032147"	33	"activation of protein kinase activity"	"Any process that initiates the activity of an inactive protein kinase."	"AXIN1,CAB39,CCDC88A,DAXX,DLG1,E2RJA8,ECT2,EMP2,EPO,GPRC5A,GPRC5B,J9P0A3,J9P5J5,KIF14,PDGFB,PPP2R3C,PRKAG2,PRKCD,PRNP,RIPK3,RPTOR,SLC11A1,SPDYA,STK11,STRADA,STRADB,TGFB2,TGFBR2,TOM1L1,TPX2,VEGFA,WNK1,WNT11"
"GO:0032148"	15	"activation of protein kinase B activity"	"Any process that initiates the activity of the inactive enzyme protein kinase B."	"ADRA2A,ADRA2B,ADRA2C,FGF1,IL18,INSR,ITGB1BP1,MT3,NRG1,NTF3,NTRK3,PDGFB,PDPK1,SLC1A1,WNT5A"
"GO:0032185"	1	"septin cytoskeleton organization"	"A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of cytoskeletal structures comprising septin complexes and their associated proteins."	"LRCH3"
"GO:0032197"	1	"transposition, RNA-mediated"	"Any process involved in a type of transpositional recombination which occurs via an RNA intermediate."	"TREX1"
"GO:0032201"	1	"telomere maintenance via semi-conservative replication"	"The process in which telomeric DNA is synthesized semi-conservatively by the conventional replication machinery and telomeric accessory factors as part of cell cycle DNA replication."	"UPF1"
"GO:0032202"	3	"telomere assembly"	"A cellular process that results in the aggregation, arrangement and bonding together of a set of components to form a telomere at a non-telomeric double-stranded DNA end. A telomere is a terminal region of a linear chromosome that includes telomeric DNA repeats and associated proteins."	"ACD,POT1,TINF2"
"GO:0032204"	4	"regulation of telomere maintenance"	"Any process that modulates the frequency, rate or extent of a process that affects and monitors the activity of telomeric proteins and the length of telomeric DNA."	"MYC,SMG1,SMG5,UPF1"
"GO:0032205"	1	"negative regulation of telomere maintenance"	"Any process that stops, prevents, or reduces the frequency, rate or extent of a process that affects and monitors the activity of telomeric proteins and the length of telomeric DNA."	"TERF2IP"
"GO:0032206"	7	"positive regulation of telomere maintenance"	"Any process that activates or increases the frequency, rate or extent of a process that affects and monitors the activity of telomeric proteins and the length of telomeric DNA."	"GNL3,MRE11,NBN,PML,PPP1R10,SIRT6,TERF2"
"GO:0032208"	1	"negative regulation of telomere maintenance via recombination"	"Any process that stops, prevents, or reduces the frequency, rate or extent of a recombinational process involved in the maintenance of proper telomeric length."	"TERF2"
"GO:0032211"	14	"negative regulation of telomere maintenance via telomerase"	"Any process that stops, prevents, or reduces the frequency, rate or extent of the addition of telomeric repeats by telomerase."	"ACD,CTC1,DCP2,EXOSC10,GNL3L,HNRNPA1,NAT10,PIF1,POT1,SRC,STN1,TERF1,TERF2,TINF2"
"GO:0032212"	25	"positive regulation of telomere maintenance via telomerase"	"Any process that activates or increases the frequency, rate or extent of the addition of telomeric repeats by telomerase."	"ACD,ATM,AURKB,CCT3,CCT4,CCT5,CCT8,CTNNB1,DKC1,FBXO4,HMBOX1,HNRNPA1,MAP2K7,MAP3K4,MAPK1,MAPK15,NEK2,NEK7,PARN,PNKP,POT1,PRKCQ,TCP1,TNKS,XRCC5"
"GO:0032218"	2	"riboflavin transport"	"The directed movement of riboflavin into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Riboflavin (vitamin B2) is a water-soluble B-complex vitamin, converted in the cell to FMN and FAD, cofactors required for the function of flavoproteins."	"ABCG2,RTBDN"
"GO:0032224"	1	"positive regulation of synaptic transmission, cholinergic"	"Any process that activates, maintains or increases the frequency, rate or extent of cholinergic synaptic transmission, the process of communication from a neuron to another neuron across a synapse using the neurotransmitter acetylcholine."	"LAMA2"
"GO:0032225"	2	"regulation of synaptic transmission, dopaminergic"	"Any process that modulates the frequency, rate or extent of dopaminergic synaptic transmission, the process of communication from a neuron to another neuron across a synapse using the neurotransmitter dopamine."	"CNTNAP4,PNKD"
"GO:0032226"	2	"positive regulation of synaptic transmission, dopaminergic"	"Any process that activates, maintains or increases the frequency, rate or extent of dopaminergic synaptic transmission, the process of communication from a neuron to another neuron across a synapse using the neurotransmitter dopamine."	"FLOT1,PINK1"
"GO:0032228"	10	"regulation of synaptic transmission, GABAergic"	"Any process that modulates the frequency, rate or extent of GABAergic synaptic transmission, the process of communication from a neuron to another neuron across a synapse using the neurotransmitter gamma-aminobutyric acid (GABA)."	"CLN3,CNTNAP4,DRD2,KRAS,NPAS4,PHF24,PLCL1,PLCL2,PTEN,USP46"
"GO:0032230"	6	"positive regulation of synaptic transmission, GABAergic"	"Any process that activates, maintains or increases the frequency, rate or extent of GABAergic synaptic transmission, the process of communication from a neuron to another neuron across a synapse using the neurotransmitter gamma-aminobutyric acid (GABA)."	"ADORA2A,CA7,KIF5B,NLGN2,PRKCE,ZDHHC12"
"GO:0032231"	1	"regulation of actin filament bundle assembly"	"Any process that modulates the frequency, rate or extent of the assembly of actin filament bundles."	"RDX"
"GO:0032232"	1	"negative regulation of actin filament bundle assembly"	"Any process that stops, prevents, or reduces the frequency, rate or extent of the assembly of actin filament bundles."	"PRKN"
"GO:0032233"	3	"positive regulation of actin filament bundle assembly"	"Any process that activates or increases the frequency, rate or extent of the assembly of actin filament bundles."	"CX3CL1,SWAP70,VIL1"
"GO:0032237"	4	"activation of store-operated calcium channel activity"	"A process that initiates the activity of an inactive store-operated calcium channel."	"CRACR2A,PLCG2,STIM1,STIM2"
"GO:0032238"	2	"adenosine transport"	"The directed movement of adenosine, adenine riboside, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."	"SLC29A1,SLC29A2"
"GO:0032252"	2	"secretory granule localization"	"Any process in which a secretory granule is transported to, and/or maintained in, a specific location within the cell."	"RASGRP1,USO1"
"GO:0032259"	35	"methylation"	"The process in which a methyl group is covalently attached to a molecule."	"AS3MT,BHMT,BHMT2,COMT,COMTD1,COQ3,COQ5,CWF19L2,DPH5,EEF2KMT,FBLL1,GNMT,HNMT,LOC100684019,LOC106560171,LOC489397,METTL17,METTL23,MGMT,MTR,NNMT,NSUN7,PEMT,PNMT,PRDM1,PRDM10,PRDM12,PRDM15,PRDM4,PRDM8,RRP8,SMYD4,TPMT,TRMT11,TYMS"
"GO:0032261"	1	"purine nucleotide salvage"	"Any process which produces a purine nucleotide from derivatives of it, without de novo synthesis."	"ADA"
"GO:0032264"	6	"IMP salvage"	"Any process which produces inosine monophosphate from derivatives of it, without de novo synthesis."	"A0A5F4DA28,AMPD1,AMPD2,AMPD3,HPRT1,PRTFDC1"
"GO:0032268"	1	"regulation of cellular protein metabolic process"	"Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving a protein, occurring at the level of an individual cell."	"PM20D2"
"GO:0032269"	2	"negative regulation of cellular protein metabolic process"	"Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways involving a protein, occurring at the level of an individual cell."	"EDN1,EDNRB"
"GO:0032270"	10	"positive regulation of cellular protein metabolic process"	"Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways involving a protein, occurring at the level of an individual cell."	"AGTR1,B9D2,KLF4,NFKBIA,NR1H2,NR1H3,PLA2G10,TGFB1,UHRF1,WNT7A"
"GO:0032272"	1	"negative regulation of protein polymerization"	"Any process that stops, prevents, or reduces the frequency, rate or extent of the process of creating protein polymers."	"VDAC2"
"GO:0032274"	1	"gonadotropin secretion"	"The regulated release of a gonadotropin, any hormone that stimulates the gonads, especially follicle-stimulating hormone and luteinizing hormone."	"NIBAN2"
"GO:0032275"	2	"luteinizing hormone secretion"	"The regulated release of luteinizing hormone, a gonadotropic glycoprotein hormone secreted by the anterior pituitary."	"TBX3,TMF1"
"GO:0032277"	1	"negative regulation of gonadotropin secretion"	"Any process that stops, prevents, or reduces the frequency, rate or extent of the regulated release of a gonadotropin."	"GJA1"
"GO:0032286"	3	"central nervous system myelin maintenance"	"The process in which the structure and material content of mature central nervous system myelin is kept in a functional state."	"FA2H,MYRF,PTEN"
"GO:0032287"	7	"peripheral nervous system myelin maintenance"	"The process in which the structure and material content of mature peripheral nervous system myelin is kept in a functional state."	"AKT1,AKT2,FA2H,MPP5,NDRG1,SH3TC2,SOD1"
"GO:0032288"	3	"myelin assembly"	"The process in which the wraps of cell membrane that constitute myelin are laid down around an axon in the central or peripheral nervous system."	"FIG4,MTMR2,PIKFYVE"
"GO:0032289"	2	"central nervous system myelin formation"	"The process in which the wraps of cell membrane that constitute myelin are laid down around an axon by an oligodendrocyte in the central nervous system."	"ERCC2,TENM4"
"GO:0032290"	1	"peripheral nervous system myelin formation"	"The process in which the wraps of cell membrane that constitute myelin are laid down around an axon by an oligodendrocyte in the peripheral nervous system."	"ITGB4"
"GO:0032298"	2	"positive regulation of DNA-dependent DNA replication initiation"	"Any process that activates or increases the frequency, rate or extent of initiation of DNA-dependent DNA replication."	"CDK2,CIZ1"
"GO:0032308"	4	"positive regulation of prostaglandin secretion"	"Any process that activates or increases the frequency, rate or extent of the regulated release of a prostaglandin from a cell."	"P2RX7,PLA2G10,PLA2G3,PTGES"
"GO:0032310"	2	"prostaglandin secretion"	"The regulated release of a prostaglandin, any of a group of biologically active metabolites which contain a cyclopentane ring, from a cell or a tissue."	"LEP,NOS2"
"GO:0032324"	2	"molybdopterin cofactor biosynthetic process"	"The chemical reactions and pathways resulting in the formation of the molybdopterin cofactor (Moco), essential for the catalytic activity of some enzymes, e.g. sulfite oxidase, xanthine dehydrogenase, and aldehyde oxidase. The cofactor consists of a mononuclear molybdenum (Mo-molybdopterin) or tungsten ion (W-molybdopterin) coordinated by one or two molybdopterin ligands."	"GPHN,MOCS1"
"GO:0032328"	1	"alanine transport"	"The directed movement of alanine, 2-aminopropanoic acid, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."	"SLC6A6"
"GO:0032330"	5	"regulation of chondrocyte differentiation"	"Any process that modulates the frequency, rate or extent of chondrocyte differentiation."	"GLG1,LNPK,MAF,SHOX2,SIX2"
"GO:0032331"	16	"negative regulation of chondrocyte differentiation"	"Any process that stops, prevents, or reduces the frequency, rate or extent of chondrocyte differentiation."	"ADAMTS7,BMP4,CCN4,CTNNB1,EFEMP1,GDF5,GLI2,GREM1,NKX3-2,PTPN11,RANGAP1,RARB,RARG,SNAI2,SOX9,TGFBR1"
"GO:0032332"	9	"positive regulation of chondrocyte differentiation"	"Any process that activates or increases the frequency, rate or extent of chondrocyte differentiation."	"GDF5,GDF6,GLI3,HOXA11,PKDCC,RUNX2,SMAD3,SOX9,ZBTB16"
"GO:0032342"	1	"aldosterone biosynthetic process"	"The chemical reactions and pathways resulting in the formation of aldosterone, a corticosteroid hormone that is produced by the zona glomerulosa of the adrenal cortex and regulates salt (sodium and potassium) and water balance."	"CACNA1H"
"GO:0032344"	1	"regulation of aldosterone metabolic process"	"Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving aldosterone."	"KCNMA1"
"GO:0032347"	1	"regulation of aldosterone biosynthetic process"	"Any process that modulates the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of aldosterone."	"CLCN2"
"GO:0032348"	3	"negative regulation of aldosterone biosynthetic process"	"Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of aldosterone."	"BMP2,BMP5,REST"
"GO:0032349"	1	"positive regulation of aldosterone biosynthetic process"	"Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of aldosterone."	"BMP6"
"GO:0032350"	4	"regulation of hormone metabolic process"	"Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving any hormone."	"FSHR,GNB3,TCF7L2,ZMPSTE24"
"GO:0032354"	1	"response to follicle-stimulating hormone"	"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a follicle-stimulating hormone stimulus."	"TGFBR3"
"GO:0032355"	8	"response to estradiol"	"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of stimulus by estradiol, a C18 steroid hormone hydroxylated at C3 and C17 that acts as a potent estrogen."	"B9D2,CTNNB1,FOXA1,PTGFR,SOCS2,STAT3,STAT5B,TGFB1"
"GO:0032361"	1	"pyridoxal phosphate catabolic process"	"The chemical reactions and pathways resulting in the breakdown of pyridoxal phosphate, pyridoxal phosphorylated at the hydroxymethyl group of C-5, the active form of vitamin B6."	"PDXP"
"GO:0032364"	3	"oxygen homeostasis"	"A homeostatic process involved in the maintenance of an internal steady state of oxygen within an organism or cell."	"AQP11,CIAO3,HIF1A"
"GO:0032367"	10	"intracellular cholesterol transport"	"The directed movement of cholesterol, cholest-5-en-3-beta-ol, within cells."	"A0A5F4CHI6,ABCA1,ABCG1,NPC1,NPC2,OSBP,RELCH,SERAC1,STARD4,TSPO2"
"GO:0032369"	3	"negative regulation of lipid transport"	"Any process that stops, prevents, or reduces the frequency, rate or extent of the directed movement of lipids into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."	"ITGAV,NR1H2,NR1H3"
"GO:0032370"	1	"positive regulation of lipid transport"	"Any process that activates or increases the frequency, rate or extent of the directed movement of lipids into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."	"LRAT"
"GO:0032374"	2	"regulation of cholesterol transport"	"Any process that modulates the frequency, rate or extent of the directed movement of cholesterol into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."	"FURIN,OSBPL6"
"GO:0032376"	2	"positive regulation of cholesterol transport"	"Any process that activates or increases the frequency, rate or extent of the directed movement of cholesterol into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."	"ABCB4,LIPG"
"GO:0032379"	1	"positive regulation of intracellular lipid transport"	"Any process that activates or increases the frequency, rate or extent of the directed movement of lipids within cells."	"ABCA12"
"GO:0032383"	2	"regulation of intracellular cholesterol transport"	"Any process that modulates the frequency, rate or extent of the directed movement of cholesterol within cells."	"ARV1,NUS1"
"GO:0032386"	1	"regulation of intracellular transport"	"Any process that modulates the frequency, rate or extent of the directed movement of substances within cells."	"REEP2"
"GO:0032387"	1	"negative regulation of intracellular transport"	"Any process that stops, prevents, or reduces the frequency, rate or extent of the directed movement of substances within cells."	"MAP1B"
"GO:0032388"	3	"positive regulation of intracellular transport"	"Any process that activates or increases the frequency, rate or extent of the directed movement of substances within cells."	"CAPN10,DYNC1H1,NUMA1"
"GO:0032392"	4	"DNA geometric change"	"The process in which a transformation is induced in the geometry of a DNA double helix, resulting in a change in twist, writhe, or both, but with no change in linking number. Includes the unwinding of double-stranded DNA by helicases."	"HMGB1,HMGB2,HMGB3,MTERF1"
"GO:0032401"	1	"establishment of melanosome localization"	"The directed movement of a melanosome to a specific location."	"SHROOM2"
"GO:0032402"	8	"melanosome transport"	"The directed movement of melanosomes into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."	"ASIP,BLOC1S3,BLOC1S6,DCTN1,GPR143,RAB11A,RAB11B,RAB1A"
"GO:0032409"	2	"regulation of transporter activity"	"Any process that modulates the activity of a transporter."	"SLC5A11,SLC5A3"
"GO:0032410"	4	"negative regulation of transporter activity"	"Any process that stops or reduces the activity of a transporter."	"NDFIP1,NDFIP2,SNCA,WWP2"
"GO:0032412"	1	"regulation of ion transmembrane transporter activity"	"Any process that modulates the activity of an ion transporter."	"AHCYL1"
"GO:0032416"	1	"negative regulation of sodium:proton antiporter activity"	"Any process that stops or reduces the activity of a sodium:hydrogen antiporter, which catalyzes the reaction: Na+(out) + H+(in) = Na+(in) + H+(out)."	"SLC9A3R1"
"GO:0032417"	2	"positive regulation of sodium:proton antiporter activity"	"Any process that activates or increases the activity of a sodium:hydrogen antiporter, which catalyzes the reaction: Na+(out) + H+(in) = Na+(in) + H+(out)."	"CHP1,TESC"
"GO:0032418"	16	"lysosome localization"	"Any process in which a lysosome is transported to, and/or maintained in, a specific location."	"ARL8B,BORCS5,DEF8,FAM98A,HDAC6,KIF5B,KLC2,LAMTOR1,MAP6,MYH9,NDEL1,RAB34,RAB3A,SPAG9,SYTL4,TFEB"
"GO:0032423"	1	"regulation of mismatch repair"	"Any process that modulates the frequency, rate or extent of mismatch repair."	"AXIN2"
"GO:0032425"	2	"positive regulation of mismatch repair"	"Any process that activates or increases the frequency, rate or extent of mismatch repair."	"HDAC10,PRKCG"
"GO:0032430"	3	"positive regulation of phospholipase A2 activity"	"Any process that activates or increases the activity of the enzyme phospholipase A2."	"AGTR1,AVPR1B,PLAA"
"GO:0032434"	11	"regulation of proteasomal ubiquitin-dependent protein catabolic process"	"Any process that modulates the frequency, rate or extent of the breakdown of a protein or peptide by hydrolysis of its peptide bonds, initiated by the covalent attachment of ubiquitin, and mediated by the proteasome."	"ARAF,COMMD1,DDA1,DESI1,FOXF2,GNA12,RAD23B,UBE2K,UBQLN4,WNT10B,XPO1"
"GO:0032435"	21	"negative regulation of proteasomal ubiquitin-dependent protein catabolic process"	"Any process that stops, prevents, or reduces the frequency, rate or extent of the breakdown of a protein or peptide by hydrolysis of its peptide bonds, initiated by the covalent attachment of ubiquitin, and mediated by the proteasome."	"BAG5,BAG6,CAMLG,CCAR2,DDRGK1,EIF3H,FHIT,GIPC1,HSP90AB1,NOP53,OGT,PBK,RYBP,SHH,SMARCC1,TLK2,TRIM39,TTC36,UBXN1,UCHL5,USP7"
"GO:0032436"	38	"positive regulation of proteasomal ubiquitin-dependent protein catabolic process"	"Any process that activates or increases the frequency, rate or extent of the breakdown of a protein or peptide by hydrolysis of its peptide bonds, initiated by the covalent attachment of ubiquitin, and mediated by the proteasome."	"AKT1,CBFA2T3,CLU,COP1,CSNK1A1,CSNK1E,DAB2,DDRGK1,DVL1,GABARAP,GBA,GCLC,GSK3B,HSPBP1,LRRK2,NKD2,NOP53,PIAS1,PLK1,PRICKLE1,PRKN,PSEN1,PSMD10,RACK1,RAD23A,RBX1,RCHY1,RNF180,SH3RF2,SIRT2,SMAD7,SOCS5,STUB1,SUMO2,USP5,VCP,ZER1,ZYG11B"
